name,total,min,max,median
"Рабінович_Вадим_Зіновійович",2006,24,313,44.0
"Косинка_Григорій_Михайлович",1941,15,237,48.0
"Світлична_Юлія_Олександрівна",1919,4,612,26.0
"Танок_на_майдані_Конґо",1834,23,150,49.0
"Т-64",1820,39,92,57.0
"Михайль_Семенко",1727,21,106,50.0
"Синєгубов_Олег_Васильович",1682,2,878,21.0
"Ярославський_Олександр_Владиленович",1679,15,214,37.0
"Ведель_Артем_Лук'янович",1662,19,119,52.0
"Пелипенко_Ганна",1649,10,360,23.0
"Сніжана_Бабкіна",1624,22,214,41.0
"Харківський_метрополітен",1600,32,77,48.0
"Яворницький_Дмитро_Іванович",1574,23,183,43.0
"Райнін_Ігор_Львович",1565,2,703,14.0
"Завод_імені_В._О._Малишева",1535,5,488,25.0
"Поводир_(фільм,_2013)",1521,27,104,47.0
"Українська_народна_партія_(1902)",1515,21,72,48.0
"Рахманін_Сергій_Іванович",1504,6,374,28.0
"Перша_столиця_України",1489,23,79,46.0
"Дорош_Володимир_Миколайович",1478,18,102,40.0
"Білецький_Андрій_Євгенійович",1426,17,158,39.0
"Добкін_Михайло_Маркович",1421,14,294,36.0
"Тайсон_Барселлос_Фреда",1398,14,257,24.0
"Комаровський_Євген_Олегович",1362,11,165,29.0
DCH,1349,17,87,37.0
"Кернес_Геннадій_Адольфович",1331,21,119,35.0
"Кобін_Василь_Васильович",1321,4,269,21.0
"Стародубцев_Олександр_Євгенійович",1309,9,150,46.0
"БТР-4",1301,25,109,37.0
"Металіст_(Харків)",1262,16,84,39.0
"Франко_Петро_Іванович",1231,21,65,37.0
"Федецький_Артем_Андрійович",1216,12,241,27.0
"Національний_заслужений_академічний_український_народний_хор_України_імені_Григорія_Верьовки",1199,13,99,30.0
"Місюра_Вадим_Ярославович",1193,21,55,38.0
"Гурченко_Людмила_Марківна",1188,18,121,35.0
"Держпром",1187,18,93,35.0
"Васильківський_Сергій_Іванович",1185,11,81,37.0
"Дідік_Данило_Андрійович",1161,15,182,31.0
"Бажан_Микола_Платонович",1151,18,79,35.0
"Марко_Девич",1146,9,129,27.0
"Т-25_(трактор)",1128,21,51,35.0
"Потебня_Олександр_Опанасович",1111,13,66,34.0
"Чикаленко_Євген_Харламович",1109,16,55,38.0
"Харківський_тракторний_завод",1088,16,61,36.0
"Кирющенко_Олексій_Адольфович",1081,3,173,19.0
"Бєсєдін_Артем_Юрійович",1081,7,211,27.0
"Ромеро_Бонфим_Марлос",1040,14,92,28.0
"Жадан_і_Собаки",1019,14,70,29.0
"Рудницький_Степан_Львович",1010,14,63,31.0
"Паша_Маргарита_Геннадіївна",994,13,125,24.0
"Кірпа_Георгій_Миколайович",990,14,86,29.0
"Півоваренко_Павло_Васильович",964,4,312,15.0
"Осиповський_Тимофій_Федорович",930,4,69,32.0
"Михайлюта_Олег_Ігорович",905,12,119,24.0
"Металіст_1925",896,7,83,26.0
"Національний_юридичний_університет_імені_Ярослава_Мудрого",892,13,49,27.0
"Срезневський_Ізмаїл_Іванович",875,8,45,28.0
"Список_вулиць_Харкова_(А)",875,4,54,34.0
"Т-84У_«Оплот»",872,13,78,27.0
"Т-150К_(трактор)",858,12,40,27.0
"Трублаїні_Микола_Петрович",850,9,101,19.0
"Шрамко_Юрій_Меркурійович",848,0,197,3.0
"Лубінець_Дмитро_Валерійович",843,4,132,25.0
"Єрмилов_Василь_Дмитрович",838,5,66,22.0
"Тютюнник_Григорій_Михайлович",811,9,48,25.0
"Геращенко_Антон_Юрійович",807,7,144,16.0
"Курченко_Сергій_Віталійович",805,11,43,27.0
"Куницький_Олександр_Олегович",799,11,66,20.0
5'nizza,798,9,61,22.0
"Маркевич_Мирон_Богданович",791,13,43,25.0
"Слово_(будинок)",787,4,85,22.0
"Нойок_Олександр_Вікторович",783,2,221,9.0
"Бєлоусов_Євген_Вікторович",782,7,73,21.0
"Гегедош_Роберт_Володимирович",770,1,158,14.0
"Наливайченко_Валентин_Олександрович",769,9,93,22.0
"Черновецький_Леонід_Михайлович",768,11,52,22.0
"Косач_Михайло_Петрович",759,7,46,22.0
"Багалій_Дмитро_Іванович",756,7,65,18.0
"Мікац_Олег_Михайлович",754,7,91,18.0
"Палладін_Олександр_Володимирович",753,4,65,23.0
"Забіла_Наталя_Львівна",737,10,63,22.0
"Ландау_Лев_Давидович",736,6,43,23.0
"Дар'я_Кобякова",729,13,37,23.0
"Мураєв_Євгеній_Володимирович",728,12,45,22.0
"Кацуба_Олександр_Володимирович",724,4,114,13.0
"Ковалевський_Єгор_Петрович",717,6,94,22.0
"Шевельов_Юрій_Володимирович",712,11,40,23.0
"БТР-3",709,9,37,22.0
"Бондар_Віктор_Васильович",685,6,61,20.0
"Сидоренко_Олександр_Аркадійович",683,9,56,18.0
"Чернишов_Олексій_Михайлович",683,1,66,20.0
"Цертелєв_Микола_Андрійович",681,6,36,23.0
"Кнорозов_Юрій_Валентинович",673,5,142,14.0
"Фельдман_Олександр_Борисович",663,7,121,16.0
"Райони_Харкова",660,6,48,22.0
"Хомутиннік_Віталій_Юрійович",650,10,40,21.0
"Іваненко_Оксана_Дмитрівна",650,4,56,17.0
"Майк_Йогансен",640,8,51,19.0
"Шкабара_Катерина_Олексіївна",639,1,70,16.0
"Третьякова_Галина_Миколаївна",639,7,49,17.0
"Екологічна_ситуація_в_Харкові",629,4,44,20.0
"Білецький_Володимир_Стефанович",622,9,39,18.0
"Антоненко-Давидович_Борис_Дмитрович",618,9,32,20.0
"Вернадський_Іван_Васильович",609,8,30,20.0
"Полторак_Степан_Тимофійович",607,9,35,19.0
"Ложкін_Борис_Євгенович",602,4,64,17.0
"Гвоздик_Олександр_Сергійович",598,10,52,17.0
"Металіст_(стадіон)",594,7,65,17.0
"Харківська_школа_романтиків",591,4,44,17.0
"Демченко_Андрій_Анатолійович",579,1,237,8.0
"Міжнародний_аеропорт_«Харків»",574,10,35,17.0
"Харківське_державне_авіаційне_виробниче_підприємство",573,5,100,14.0
"Литвинов_Олексій_Ігорович",570,4,66,12.0
"Кучер_Олександр_Миколайович",570,4,53,15.0
"Полежака_Артем_Якович",551,1,124,7.5
"Івашко_Володимир_Антонович",548,6,32,19.0
"Кириченко_Раїса_Опанасівна",545,6,35,16.0
"Шахов_Сергій_Володимирович",544,3,155,12.0
"Павелко_Андрій_Васильович",542,6,53,16.0
"Вірський_Павло_Павлович",537,4,53,17.0
"Боровиковський_Левко_Іванович",535,4,58,13.0
"Папа_Гує",533,4,62,12.0
"Совсун_Інна_Романівна",533,1,55,14.0
"Курчатов_Ігор_Васильович",530,6,36,15.0
"Антонович_Дмитро_Володимирович",529,2,69,14.0
"Соболь_Едуард_Олександрович",527,4,148,12.0
"Поперешнюк_Володимир_Анатолійович",525,17,41,31.0
"Герб_Харкова",521,3,42,13.0
"Майдан_Свободи_(Харків)",517,8,27,15.0
"3-тя_бригада_оперативного_призначення_НГ_(Україна)",517,4,36,15.0
"Шокін_Віктор_Миколайович",516,7,35,17.0
"Барабашово",514,8,27,16.0
"Ситник_Артем_Сергійович",511,6,29,16.0
"Заріцька_Олександра_Сергіївна",509,9,37,15.0
"Харківський_національний_академічний_театр_опери_та_балету_імені_Миколи_Лисенка",507,8,31,15.0
"Люди,_пов'язані_з_Харковом",492,2,33,14.0
"Карасьов_Вадим_Юрійович",491,1,66,11.0
"Гапчинська_Євгенія_Геннадіївна",484,4,29,16.0
"Воробей_Андрій_Олексійович",484,5,80,12.0
"Національний_технічний_університет_«Харківський_політехнічний_інститут»",483,8,31,15.0
"Христюк_Павло_Оникійович",482,4,41,13.0
"Кузьмін_Ренат_Равелійович",481,1,93,12.0
"Туган-Барановський_Михайло_Іванович",476,4,31,13.0
"Бурмака_Марія_Вікторівна",473,6,39,15.0
"Щоголів_Яків_Іванович",471,4,40,13.0
"Харківська_губернія",471,7,29,15.0
"Денисенко_Анатолій_Петрович",471,1,231,7.0
"Чубарева_Ольга_Олексіївна",470,1,96,6.0
"Автошлях_М_03",467,8,33,13.0
"Дзеркальний_струмінь",466,2,45,15.0
"Т-80УД",465,7,28,14.0
"Харківська_міська_рада",462,3,30,13.0
"Гутцайт_Оксана_Петрівна",458,2,67,11.0
"Кушнарьов_Євген_Петрович",454,5,31,13.0
"Буряченко_Олексій_Валентинович",454,1,76,7.0
"Півненко_Богдана_Іванівна",453,4,70,13.0
"Харків_(річка)",451,3,45,12.0
"Т-16_(трактор)",450,8,26,14.0
"Заваров_Олександр_Анатолійович",448,3,30,13.0
"Сумська_вулиця_(Харків)",447,2,51,11.0
"Атрошенко_Владислав_Анатолійович",445,1,90,11.0
"Мамут_Євген_Шамаєвич",444,1,48,10.0
"Ракло",444,5,31,14.0
"Фукс_Павло_Якович",444,4,63,10.0
"Ужвій_Наталія_Михайлівна",441,4,24,14.0
"Німченко_Василь_Іванович",441,1,111,8.0
"Пшонка_Віктор_Павлович",439,6,37,13.0
"Т-84-120_«Ятаган»",437,3,39,13.0
"Пам'ятники_Харкова",436,4,39,12.0
"Харківський_національний_університет_повітряних_сил_імені_Івана_Кожедуба",435,6,25,13.0
"Алчевська_Христина_Данилівна",433,3,38,13.0
"Петренко_Михайло_Миколайович",429,2,30,15.0
"Ніколюк_Віктор_Дмитрович",429,6,33,12.0
"Свято-Успенський_собор_(Харків)",427,1,33,13.0
"Падіння_Харкова_(1917)",424,3,31,13.0
"Колесніченко_Вадим_Васильович",423,2,96,10.0
"Німецька_окупація_Харкова",419,4,28,11.0
"Харатін_Ігор_Ігорович",417,1,112,7.0
"Парк_імені_Максима_Горького_(Харків)",417,3,25,13.0
"Степовий_Яків_Степанович",417,2,31,10.0
"Василь_Еллан-Блакитний",416,6,26,12.0
"Дозор-Б",415,6,28,13.0
"Харків-Пасажирський",415,5,27,13.0
"Удовиченко_Олександр_Іванович",410,1,35,13.0
"Будинок_«Слово»_(фільм,_2017)",409,4,35,10.0
"Яловий_Михайло_Омелянович",409,4,32,11.0
"Мартос_Борис_Миколайович",408,1,29,13.0
"Техноком",405,3,24,13.0
"Т-012_(трактор)",404,4,28,13.0
"Бекетов_Микола_Миколайович",404,2,38,13.0
"Вовчанчин_Ігор_Ярославович",401,5,29,12.0
"Гладкий_Олександр_Миколайович",396,3,27,11.0
"Сушко_Павло_Миколайович",395,1,39,10.0
"Кожемяко_Всеволод_Сергійович",395,5,30,11.0
"Кузьмук_Олександр_Іванович",392,4,27,12.0
"Аїла_Юссуф",388,0,170,5.0
"Танасевич_Олена_Віталіївна",388,1,29,12.0
"Клімат_Харкова",385,2,29,11.0
"Бучма_Амвросій_Максиміліанович",384,2,30,12.0
"Національна_академія_Національної_гвардії_України",383,4,20,12.0
"Харківський_національний_економічний_університет_імені_Семена_Кузнеця",382,4,20,12.0
"Свідзінський_Володимир_Євтимович",380,1,23,12.0
"Варченко_Ольга_Олександрівна",376,2,67,10.0
"Буряк_Леонід_Йосипович",376,3,26,12.0
"Шульженко_Клавдія_Іванівна",375,1,45,7.0
"Гмиря_Борис_Романович",375,2,39,11.0
"Франков_Артем_Вадимович",374,1,92,6.0
"Турбоатом",369,2,26,11.0
"Другий_апеляційний_адміністративний_суд",368,2,25,12.0
"Дерегус_Михайло_Гордійович",367,0,25,11.0
"Шалімов_Олександр_Олексійович",367,2,24,11.0
"Харківський_національний_університет_міського_господарства_імені_О._М._Бекетова",366,4,28,10.0
"Кекелія_Віра_Варламівна",366,2,39,8.0
"Харківська_гуманітарно-педагогічна_академія",365,3,27,10.0
"Клуб_сімейного_дозвілля",364,5,18,12.0
"Харківський_національний_університет_будівництва_й_архітектури",364,4,22,12.0
"Жаботинський_Леонід_Іванович",363,3,29,12.0
"Чичибабін_Борис_Олексійович",362,1,23,11.0
"Селін_Євген_Сергійович",358,1,132,4.0
"Фоменко_Михайло_Іванович",357,3,27,12.0
"Метлинський_Амвросій_Лук'янович",356,2,40,8.0
"Покровський_собор_(Харків)",355,5,25,10.0
"Головко_Андрій_Васильович",355,2,22,11.0
"Яковенко_Олександр_Павлович",354,0,50,5.0
"Депеш_Мод",353,4,20,12.0
"Військовий_інститут_танкових_військ_НТУ_«ХПІ»",350,4,23,11.0
"Венедіктова_Ірина_Валентинівна",349,2,21,12.0
"Бекетов_Олексій_Миколайович",348,3,37,10.0
"Список_станцій_Харківського_метрополітену",346,4,21,10.0
"Сад_імені_Тараса_Шевченка_(Харків)",343,1,25,11.0
"Харківський_академічний_український_драматичний_театр_імені_Тараса_Шевченка",343,4,24,11.0
"Петренко_Олег_Миколайович",343,0,41,6.0
"Т-150_(трактор)",342,4,22,10.0
"Музей_жіночої_та_гендерної_історії",339,1,49,6.0
"Харківська_медична_академія_післядипломної_освіти_МОЗ_України",337,2,23,10.0
"Харківський_національний_університет_внутрішніх_справ",337,4,30,10.0
"Голомша_Микола_Ярославович",336,1,30,10.0
"Мезенцева_Марія_Сергіївна",336,2,37,8.0
"Маслюченко_Варвара_Олексіївна",335,1,78,9.0
"Крушельницький_Антін_Володиславович",332,3,55,8.0
"Чивурін_Андрій_Петрович",328,2,27,9.0
"Сердюк_Лесь_Олександрович",328,4,31,10.0
"Світлична_Надія_Олексіївна",326,3,20,9.0
"Харківський_національний_педагогічний_університет_імені_Григорія_Сковороди",326,3,21,11.0
"Богуслаєв_Вячеслав_Олександрович",326,3,32,9.0
"Тацій_Василь_Якович",325,2,22,9.0
"Національний_університет_фізичного_виховання_і_спорту_України",323,4,20,9.0
"Лавринович_Олександр_Володимирович",323,4,38,8.0
"Сокуренко_Валерій_Васильович",321,2,21,10.0
"Петрицький_Анатолій_Галактіонович",321,2,28,9.0
"Теракт_під_час_Маршу_єдності_в_Харкові_(2015)",320,1,25,9.0
"Тимченко_Йосип_Андрійович",320,3,25,10.0
"Східне_оперативно-територіальне_об'єднання_НГУ",319,3,24,9.0
"Лежньова_Ольга_Миколаївна",318,1,24,9.0
"Кістяковський_Богдан_Олександрович",318,2,34,9.0
"Саймон_Кузнець",318,3,25,9.0
"Межевікін_Євген_Миколайович",317,3,26,9.0
"Березовський_Денис_Валентинович",317,5,24,9.0
"Болбат_Сергій_Сергійович",316,0,51,9.0
"Харківський_бронетанковий_завод",314,1,42,7.0
"Поліщук_Валер'ян_Львович",311,2,27,10.0
"Харківський_національний_університет_радіоелектроніки",310,1,32,9.0
"5-та_окрема_бригада_НГ_(Україна)",309,3,23,9.0
"Всесвіт_(журнал)",308,2,20,10.0
"Яровий_Сергій_Анатолійович",307,2,29,8.0
"Бондаренко_Олег_Володимирович",306,1,25,9.0
"Харківський_національний_університет_мистецтв_імені_Івана_Котляревського",304,4,19,10.0
"Список_вулиць_Харкова_(К)",300,1,26,10.0
"Населення_Харкова",300,1,20,10.0
"164-та_радіотехнічна_бригада_(Україна)",299,2,25,9.0
"Манжура_Іван_Іванович",299,1,30,8.0
"Українська_академія_друкарства",297,3,20,8.0
"Пилипишин_Віктор_Петрович",297,3,18,10.0
"Список_вулиць_Харкова_(М)",296,0,24,10.0
"Приступа_Едуард_Вікторович",296,0,23,8.0
"Марія_Квіслінг",294,0,32,11.0
"Волошин_Владислав_Валерійович",293,0,95,6.0
"Халімон_Павло_Віталійович",293,1,52,8.0
"Алчевська_Христина_Олексіївна",292,2,28,9.0
"Національний_аерокосмічний_університет_імені_М._Є._Жуковського_«Харківський_авіаційний_інститут»",292,2,18,11.0
"Бойко_Віктор_Степанович",292,2,37,6.0
"Полонська-Василенко_Наталія_Дмитрівна",292,2,20,10.0
"Бурачек_Микола_Григорович",291,3,20,9.0
"Бублик_Юрій_Васильович",290,1,60,7.0
"Україна_(велосипед)",288,4,22,8.0
"Меморіал_жертвам_Голодомору_(Харків)",288,0,89,3.5
"Шуст_Богдан_Романович",288,1,20,9.0
"Бакумов_Олександр_Сергійович",287,0,30,7.0
"Цаплієнко_Андрій_Юрійович",287,1,53,7.0
"Харківське_конструкторське_бюро_машинобудування",286,2,27,8.0
"Мойсеєв_Станіслав_Анатолійович",286,1,43,7.0
"Шевченківський_район_(Харків)",285,2,19,9.0
"Вімм-Білль-Данн_Україна",285,3,17,8.0
"Богатирьова_Раїса_Василівна",284,4,14,10.0
"Копиленко_Олександр_Іванович",283,2,24,7.0
"Ювілейний_проспект_(Харків)",283,2,20,9.0
"Харківський_національний_медичний_університет",283,1,24,9.0
"Національний_університет_цивільного_захисту_України",282,3,19,8.0
"Рибалка_Сергій_Олександрович",281,1,43,7.0
"Харківський_колегіум",281,2,21,9.0
"Богословська_Інна_Германівна",281,1,31,8.0
"Плотницький_Олег_Юрійович",280,3,16,8.0
"302-й_зенітний_ракетний_полк_(Україна)",280,2,30,8.0
"Стець_Юрій_Ярославович",278,2,20,8.0
"Чечетов_Михайло_Васильович",277,2,27,8.0
"Українська_медична_стоматологічна_академія",276,2,18,9.0
"Тесленко_Данило_Ігорович",276,1,21,9.0
"Іванчик_Віктор_Петрович",274,1,23,8.0
"Харківське_шосе_(Київ)",274,2,29,9.0
"Мейтус_Юлій_Сергійович",273,1,21,8.0
"Фатєєва_Наталя_Миколаївна",272,2,21,8.0
"Касьян_Микола_Андрійович",271,1,63,7.0
"Кириленко_Павло_Олександрович",270,2,22,7.0
"Римарська_вулиця_(Харків)",270,1,41,5.5
"Московський_район_(Харків)",270,1,22,8.0
"Барабашов_Микола_Павлович",269,0,43,6.0
"Шишкова_Оксана_Валеріївна",268,1,24,7.0
"Демчина_Павло_Володимирович",268,1,18,9.0
"Свято-Благовіщенський_кафедральний_собор_(Харків)",268,1,20,8.0
"Оркестр_Че",268,2,20,9.0
"Харківська_державна_наукова_бібліотека_імені_В._Г._Короленка",268,2,21,9.0
"Київське_вище_військове_інженерне_училище_зв'язку",263,3,19,8.0
"Соленик_Карпо_Трохимович",263,1,22,7.0
"Галовський_де_Ласерда_Едмар",262,2,16,8.0
"ХТЗ-2511_(трактор)",261,3,17,8.0
"Швайка_Ігор_Олександрович",261,2,16,8.0
"Бондаренко_Олександр_Вікторович_(політичний_діяч)",260,1,42,6.0
"Панч_Петро_Йосипович",258,3,20,7.0
"Калюжняк_Анатолій_Миколайович",257,1,39,5.0
"Український_вісник_(1816—1819)",257,2,22,7.0
"Козловський_Іван_Семенович",256,3,14,8.0
"Алчевський_Олексій_Кирилович",256,1,25,7.0
"Лимонов_Едуард_Веніамінович",255,2,15,9.0
"Список_вулиць_Харкова_(П)",255,1,17,8.0
"Одеська_(станція_метро,_Харків)",253,3,22,8.0
"Красов_Олексій_Ігорович",252,1,63,5.0
"Сухомлин_Сергій_Іванович",252,2,26,8.0
"Смолич_Юрій_Корнійович",252,2,17,8.0
"Первомайський_Леонід_Соломонович",252,0,22,8.0
"Харківська_(станція_метро)",251,3,18,7.0
"Магомедов_Муса_Сергоєвич",251,1,72,5.0
"Т-74_(трактор)",251,4,19,8.0
"Бушуєв_Костянтин_Володимирович",250,2,19,7.0
"Волобуєв_Михайло_Симонович",249,1,20,8.0
"Купрейчик_Ірина_Валеріївна",249,1,19,8.0
"Андоленко_Карина_В'ячеславівна",248,2,16,7.0
"Мейєр_Зайдер",246,1,14,8.0
"Левитський_Микола_Васильович",245,3,16,7.0
"Жуйков_Костянтин_Миколайович",245,2,23,6.0
"Шенцев_Дмитро_Олексійович",245,3,18,8.0
"Тупицький_Олександр_Миколайович",243,2,17,7.0
"Перенесення_столиці_УСРР_з_Харкова_до_Києва",243,1,21,7.0
"Крушельницький_Мар'ян_Михайлович",243,1,33,6.0
"Алехандро_Гомес",243,1,43,5.0
"Індустріальний_район_(Харків)",242,1,16,8.0
"Марсіо_Асеведо",242,0,68,4.0
"Дробицький_Яр",242,1,28,6.0
"Динамо_(Харків)_у_сезоні_1991—1992",241,0,93,5.0
"Решетніков_Юрій_Євгенович",240,0,27,6.0
"Назаренко_Сергій_Юрійович",240,1,15,7.0
"Пильчиков_Микола_Дмитрович",240,2,17,6.0
"Худжамов_Рустам_Махмудкулович",238,1,26,6.0
"Гнєзділов_Ігор_Євгенович",238,1,15,8.0
"Список_вулиць_Харкова_(С)",236,0,24,8.0
"Семиноженко_Володимир_Петрович",236,1,35,6.0
"Давтян_Олександр_Саркісович",234,2,18,7.0
"Харківський_трамвай",233,3,16,7.0
"Кащенко_Дмитро_Валерійович",232,2,15,7.0
"Гнатов_Андрій_Вікторович",232,3,16,6.5
"Апанович_Олена_Михайлівна",231,1,32,6.0
"Ігор_(Ісіченко)",231,2,14,7.0
"Московський_проспект_(Харків)",229,2,17,7.0
"Михайлов_Борис_Андрійович",228,1,18,7.0
"Білецький_Олександр_Іванович",227,1,18,7.0
"Тлумак_Андрій_Богданович",227,1,14,7.0
"Плахтін_Іван_Олексійович",227,0,81,3.0
"Окремий_загін_розвідки_спеціального_призначення_«Арес»",226,1,14,6.0
"Жевченко-Яновська_Тамара_Юріївна",226,1,20,7.0
"Луганський_прикордонний_загін",225,1,15,7.0
Nokturnal_Mortum,225,2,17,7.0
"Ранок_(видавництво,_Харків)",225,3,16,7.0
"Харківська_астрономічна_обсерваторія",224,1,28,6.0
"Кривенко_Віктор_Миколайович",224,1,13,6.0
"Проросійські_виступи_у_Харкові_(2014)",224,2,14,7.0
"Електроважмаш",223,1,16,7.0
"Олійник_Володимир_Миколайович",223,2,14,7.0
"Український_державний_університет_залізничного_транспорту",221,2,14,7.0
"Мірошниченко_Євгенія_Семенівна",221,2,14,7.0
"Вулиця_Євгена_Котляра_(Харків)",221,1,18,8.0
"III_Всеукраїнський_з'їзд_Рад",220,1,20,6.0
"Безсонов_Володимир_Васильович",220,0,17,6.0
"Бляшенко_Олег_Вікторович",220,0,106,3.0
"Вулиця_Гвардійців-Широнінців_(Харків)",218,1,16,6.0
"Сенченко_Іван_Юхимович",218,0,35,5.0
"Мирослав_Ірчан",218,1,36,5.0
"Дніпровський_Іван_Данилович",216,0,29,4.0
"ХАДО",216,2,21,6.0
"Перший_український_театр_для_дітей_та_юнацтва",215,1,15,7.0
"Інститут_літератури_імені_Тараса_Шевченка_НАН_України",215,1,15,6.0
"Олесь_Досвітній",215,0,71,5.0
"Бандурка_Олександр_Маркович",215,1,21,5.5
"Харківська_правозахисна_група",213,0,23,4.0
"Шпенов_Дмитро_Юрійович",213,1,17,6.0
"ХТЗ-170_(трактор)",213,0,14,7.0
"Харківська_ТЕЦ-5",213,1,14,7.0
"Молодь_України_(газета)",212,0,28,6.0
"Київський_район_(Харків)",212,0,15,7.0
"Харківський_історичний_музей_імені_М._Ф._Сумцова",212,1,24,5.0
"Сосюра_Володимир_Володимирович",209,0,22,6.0
"Аласанія_Зурабі_Григорович",208,2,20,6.0
"Харківський_радіозавод_«Протон»",208,2,19,6.0
"Закревський_Микола_Васильович",208,2,14,7.0
"Харківський_апеляційний_суд",208,1,13,6.0
"Красносельський_Вадим_Миколайович",207,1,14,6.0
"Крушельницька_Лариса_Іванівна",206,1,20,5.0
"Полторацький_Олексій_Іванович",206,1,48,5.0
"Литовченко_Геннадій_Володимирович",205,1,45,5.0
"Вулиця_Бучми_(Харків)",203,1,18,6.0
"Крушельницький_Іван_Антонович",202,1,74,3.0
"Данилевський_Василь_Якович",202,1,16,6.0
"Уда_(річка)",201,1,16,6.0
"Микитенко_Іван_Кіндратович",201,1,14,5.0
"Загорій_Гліб_Володимирович",201,0,17,6.0
"Ушкалов_Леонід_Володимирович",200,1,34,5.0
"Автошлях_М_18",199,0,16,5.0
"Кацуба_Сергій_Володимирович",199,0,29,4.0
"Лунченко_Валерій_Валерійович",199,0,18,6.0
"Семенюк-Самсоненко_Валентина_Петрівна",198,1,12,7.0
"Шаповалов_Юрій_Анатолійович",197,0,22,6.0
"Саржин_Яр",197,0,13,6.0
"Вітер_Сергій_Володимирович",197,1,20,6.0
"Генрі_Лайон_Олді",196,1,18,6.0
"Ґео_Шкурупій",196,1,16,6.0
"Яковенко_Павло_Олександрович",196,1,16,6.0
"Падалка_Іван_Іванович",195,0,20,5.0
"Жаксон_Авеліну_ді_Коелью",194,1,32,4.0
"Національний_фармацевтичний_університет",192,1,13,6.0
"Східно-Європейський_журнал_передових_технологій",192,0,20,6.0
"Рота_поліції_«Східний_корпус»",192,2,16,6.0
"Тракал_Ладіслав_Йосипович",191,0,81,2.0
"Булаховський_Леонід_Арсенійович",191,0,17,6.0
"ФЕД_(завод)",190,0,16,5.0
"Губерман_Ігор_Миронович",189,1,17,5.0
"Олійник_Денис_Вікторович",189,1,22,4.0
"Майдан_Конституції_(Харків)",187,2,13,5.0
"Жилін_Євген_Володимирович",187,2,11,6.0
"Сердюк_Анатолій_Васильович",186,0,30,4.5
"Штогаренко_Андрій_Якович",186,0,21,5.0
"Висоцький_Георгій_Миколайович",185,0,25,5.0
"Бакіров_Віль_Савбанович",185,2,11,6.0
"Русанівський_Віталій_Макарович",185,1,23,5.0
"Харківський_національний_аграрний_університет_імені_В._В._Докучаєва",185,1,13,6.0
"Мисла_Мирослав_Іванович",184,3,27,5.0
"Шевчук_Станіслав_Володимирович",184,1,28,4.0
"Ейфелева_вежа_(Харків)",183,1,14,5.0
"Довнар-Запольський_Митрофан_Вікторович",182,1,16,5.0
"Фоліо_(видавництво)",182,0,16,6.0
