"number","title","pageid","namespace","length","touched"
"926","Камчатний_Валерій_Григорович","254562","","7575","20190914175935"
"927","Ковальова_Юлія_Вікторівна","254573","","4480","20200121202451"
"928","Колесніченко_Вадим_Васильович","254576","","70657","20200513021413"
"929","Корж_Віталій_Терентійович","254583","","11620","20200506135022"
"930","Логвиненко_Олексій_Степанович","254646","","9209","20190711110312"
"931","Міщенко_Сергій_Григорович","254677","","13944","20200330085013"
"932","Мороко_Юрій_Миколайович","254682","","3581","20190929020733"
"933","Лопань_(притока_Уди)","255001","","30723","20200505140153"
"934","Харківська_губернія","255002","","38089","20200406222712"
"935","Петренко_Вадим_Михайлович","255078","","7653","20190426180022"
"936","Пилипишин_Віктор_Петрович","255092","","21124","20190829164446"
"937","Писаренко_Валерій_Володимирович","255095","","31998","20200113160520"
"938","Пшонка_Артем_Вікторович","255116","","12866","20191225001453"
"939","Сербін_Юрій_Сергійович","255137","","12339","20190724190945"
"940","Скибінецький_Олександр_Матвійович","255148","","8607","20190725055201"
"941","Стець_Юрій_Ярославович","255156","","22057","20191222184248"
"942","Шпенов_Дмитро_Юрійович","255194","","11132","20191220143503"
"943","Крайнєв_Володимир_Всеволодович","256074","","5516","20190709044606"
"944","Матюхін_Валерій_Олександрович","258381","","5560","20190809202731"
"945","Український_науково-дослідний_вуглехімічний_інститут","261910","","2123","20180820143827"
"946","Південдіпрошахт","261916","","2660","20200207123638"
"947","Держпром","264203","","58757","20200512152621"
"948","Масельський_Олександр_Степанович","264392","","15788","20200212114633"
"949","Кудревич_Олександр_Андрійович","264554","","3981","20181021112058"
"950","Остапчук_Віктор_Миколайович","264555","","19199","20190810232626"
"951","Жданов_Олександр_Андрійович","264570","","4970","20200110212917"
"952","Лук'яненко_Володимир_Матвійович","264577","","12318","20200402165630"
"953","Кириченко_Раїса_Опанасівна","264584","","18736","20200301120023"
"954","Мельников_Василь_Олександрович","264590","","5424","20191223082448"
"955","Харківське_товариство_грамотності","265002","","2709","20200510082930"
"956","Муравченко_Федір_Михайлович","265343","","13364","20190605233437"
"957","Кірпа_Георгій_Миколайович","265349","","24389","20191228013616"
"958","Борисюк_Михайло_Дем'янович","265403","","8278","20190828233557"
"959","М'ялиця_Анатолій_Костянтинович","265414","","6597","20200111221144"
"960","Мала_Любов_Трохимівна","265639","","29160","20200420151403"
"961","Ткач_Полікарп_Ілліч","266044","","3528","20190529143603"
"962","Мирослав_Ірчан","266252","","22063","20200421105742"
"963","Іщенко_Микола_Анатолійович","268318","","17452","20190411115312"
"964","Зеленін_Дмитро_Костянтинович","268438","","19393","20200125234736"
"965","Демократична_Україна_(газета)","270829","","9102","20200207115123"
"966","Алтунян_Генріх_Ованесович","273705","","12697","20190623114936"
"967","Список_станцій_Харківського_метрополітену","274198","","15465","20200409185031"
"968","Майдан_Конституції_(станція_метро)","274258","","11997","20200505225717"
"969","Міжнародний_аеропорт_«Харків»","274634","","20695","20200307174910"
"970","Шумілкін_Володимир_Андрійович","275109","","23424","20200406090009"
"971","Погорєлов_Олексій_Васильович","275891","","43840","20200131125648"
"972","Борис_Альтерман","276104","","1528","20200201115933"
"973","Левицький_Анатолій_Іванович","276181","","5931","20190711015229"
"974","Левицький_Іван_Юрійович","276446","","8716","20190711015214"
"975","Центральний_ринок_(станція_метро)","276637","","10882","20191017170959"
"976","Південний_вокзал_(станція_метро)","276662","","11090","20200410205228"
"977","Холодногірсько-Заводська_лінія","276680","","4774","20190907104825"
"978","Первомайський_Леонід_Соломонович","277812","","22979","20200507204322"
"979","Левицький_Григорій_Васильович","278400","","5704","20200423162520"
"980","Пламеницька_Євгенія_Михайлівна","279289","","7759","20200214120018"
"981","Буряк_Леонід_Йосипович","279680","","33771","20200115074659"
"982","Українська_інженерно-педагогічна_академія","280290","","24408","20200424125407"
"983","Люди,_пов'язані_з_Харковом","280329","","77285","20200424080648"
"984","Юрій_Вухналь","280841","","12359","20200507072416"
"985","Харківський_театр_для_дітей_та_юнацтва","281221","","27303","20200403085059"
"986","Марко_Девич","282952","","29051","20200504175200"
"987","Покровський_Володимир_Миколайович","286287","","9487","20190925161107"
"988","Масалаб_Елеонора","287855","","2103","20200506213952"
"989","Бікмулліна_Людмила","288297","","3964","20190312212525"
"990","Бочарова_Ніна_Антонівна","288329","","7984","20190213192115"
"991","Харківська_міська_рада","288666","","106872","20200301202102"
"992","Цаплієнко_Андрій_Юрійович","289718","","16848","20200117232936"
"993","Корф_Микола_Олександрович","290420","","20403","20191004085722"
"994","Пилипчук_Михайло_Дмитрович","291574","","6327","20190718222313"
"995","Дзержинська_районна_в_м._Харкові_рада","292287","","10754","20190703182830"
"996","Пелипенко_Ганна","293384","","3806","20200513120525"
"997","Холодна_гора_(станція_метро)","293417","","12300","20200505225740"
"998","Проспект_Гагаріна_(станція_метро)","293418","","12181","20200505225721"
"999","Комінтернівська_районна_в_м._Харкові_рада","293611","","5690","20190708142339"
"1000","Ленінська_районна_в_м._Харкові_рада","293693","","6257","20190711052210"
"1001","Гавриленко_Володимир_Никифорович","293741","","7866","20200118165911"
"1002","Харківський_тролейбус","294065","","60719","20200313184852"
"1003","Мілка_Анатолій_Павлович","295978","","3933","20191209174612"
"1004","Шевченківський_район_(Харків)","295990","","13435","20200511095520"
"1005","Новобаварський_район","296016","","8066","20200511093650"
"1006","Мілка_Анатолій_Дмитрович","296018","","13384","20200110224158"
"1007","Київський_район_(Харків)","296019","","37977","20200511093254"
"1008","Слобідський_район","297301","","23695","20200511095027"
"1009","Холодногірський_район","297313","","9884","20200511095502"
"1010","Московський_район_(Харків)","297316","","10361","20200511093531"
"1011","Індустріальний_район_(Харків)","297344","","10984","20200511093007"
"1012","Немишлянський_район","297345","","6056","20200511091702"
"1013","Основ'янський_район","297347","","7002","20200511094835"
"1014","Жовтнева_районна_в_м._Харкові_рада","297588","","7257","20190705175216"
"1015","Київська_районна_в_м._Харкові_рада","297602","","5457","20190608080548"
"1016","Червонозаводська_районна_в_м._Харкові_рада","297605","","7579","20190801040348"
"1017","Фрунзенська_районна_в_м._Харкові_рада","297614","","4789","20200511093603"
"1018","Ващенко_Григорій_Іванович","298930","","14929","20200503133124"
"1019","Гецко_Іван_Михайлович","299659","","18857","20190701182656"
"1020","Вирган_Іван_Оникійович","301620","","10452","20200114162251"
"1021","Корчак-Чепурківський_Овксентій_Васильович","302295","","11052","20200206042926"
"1022","Гецко_Роман_Іванович","302488","","3865","20191013015628"
"1023","Доломан_Євмен_Михайлович","302935","","4426","20190704022943"
"1024","Дятлів_Петро_Юрійович","305000","","6848","20190704140226"
"1025","Дьомін_Олег_Олексійович","305067","","15942","20200510170907"
"1026","Бобровников_Микола_Федорович","305778","","6957","20200512113402"
"1027","Отто_Струве","306111","","30036","20200319084242"
"1028","Заруба_Віктор_Якович","306353","","1842","20190823140018"
"1029","Заруба_Костянтин_Васильович","306363","","3335","20190706052537"
"1030","Манасевич_Юлій_Йосипович","307511","","8860","20191213163609"
"1031","Барабашово","308905","","26871","20200228205420"
"1032","Єжи_Нейман","309349","","5798","20200512085805"
"1033","Лозино-Лозинський_Гліб_Євгенович","309622","","9040","20190702101057"
"1034","Національна_академія_Національної_гвардії_України","310401","","17040","20200418151421"
"1035","Міжнародний_слов'янський_університет","310415","","7831","20200424141144"
"1036","Дрінфельд_Гершон_Іхельович","310954","","5502","20181024054255"
"1037","Святогоров_Олександр_Пантелеймонович","311400","","5366","20190808075142"
"1038","Гайсинський_Моїз","311462","","10048","20200511135912"
"1039","Алов_Олександр_Олександрович","311518","","6885","20200121093223"
"1040","Коваленко_Олена_Едуардівна","311623","","6352","20191123131602"
"1041","Стрілець_Ольга_Олександрівна","311724","","8991","20191211123955"
"1042","Національний_університет_цивільного_захисту_України","312484","","22020","20200512175136"
"1043","Харківський_регіональний_інститут_державного_управління_Національної_академії_державного_управління_при_Президентові_України","312489","","12139","20200424125555"
"1044","Костел_святого_Вінсента_де_Поля_(Харків)","312656","","8238","20190303190616"
"1045","Перемога_(Харків)","313775","","3421","20200505162228"
"1046","Дайц_Йосип_Абрамович","313790","","4383","20190823063001"
"1047","Писаренко_Леонід_Опанасович","313830","","2887","20200221122636"
"1048","Савва_(Бабинець)","313845","","4014","20181119095346"
"1049","Бражники_(Харків)","313867","","3488","20200505173433"
"1050","Горбані_(Харків)","313873","","3024","20190101194407"
"1051","Заїки_(Харків)","313877","","3603","20200504114649"
"1052","Затишшя_(Харківський_район)","313878","","4228","20200504114516"
"1053","Павленки_(Харків)","313907","","2986","20200507081213"
"1054","Тракторний_завод_(станція_метро,_Харків)","315091","","5883","20200119154700"
"1055","Сіверськодонецька_вулиця","315137","","2611","20190901084039"
"1056","Парк_залізничників_станції_Основа","315142","","2626","20190718054353"
"1057","Харківська_гуманітарно-педагогічна_академія","315321","","24781","20200424125609"
"1058","Харківський_гуманітарно-технічний_інститут","315617","","3398","20200424141348"
"1059","Бондар_Віктор_Васильович","315784","","30106","20200513114027"
"1060","Каразін_Іван_Іванович","315882","","27065","20200507002950"
"1061","Східноукраїнська_філія_Міжнародного_Соломонова_університету","316756","","3698","20200424141206"
"1062","Петренко_Олексій_Васильович","316892","","18174","20200327103324"
"1063","Зубкова_Катерина_Михайлівна","317494","","6410","20190128151631"
"1064","Ландсман_Вадим_Аронович","317505","","10770","20200229121246"
"1065","Індустріальна_(станція_метро,_Харків)","317555","","7348","20190619201654"
"1066","Національний_університет_фізичного_виховання_і_спорту_України","317782","","8351","20200424091547"
"1067","Холодна_гора_(концентраційний_табір)","318845","","7186","20200209150459"
"1068","Бояджієва_Людмила_Владиславівна","318879","","5586","20180817154950"
"1069","Проспект_Петра_Григоренка_(Харків)","319506","","13870","20200513171017"
"1070","Литовченко_Геннадій_Володимирович","321189","","10868","20200115073542"
"1071","Харківська_державна_академія_фізичної_культури","322348","","8768","20200424125911"
"1072","Харківський_національний_університет_будівництва_й_архітектури","322368","","9615","20200424131029"
"1073","Рабинов_Яків","322728","","5818","20200323090440"
"1074","Харківський_державний_університет_харчування_та_торгівлі","322782","","21805","20200424130111"
"1075","Харківський_економіко-правовий_університет","322794","","4624","20200424141703"
"1076","Харківський_інститут_бізнесу_та_менеджменту","322810","","4138","20200424141711"
"1077","Харківський_інститут_банківської_справи_Університету_банківської_справи_Національного_банку_України","322814","","3986","20200424130055"
"1078","Юра_Зойфер","333258","","11038","20191103144112"
"1079","Пилипенко-Кардиналовська_Міртала_Сергіївна","333494","","5718","20191207061007"
"1080","Копелев_Лев_Зиновійович","333554","","6911","20191105210009"
"1081","Жадер_да_Сілва_Бразейру","333713","","3900","20190531115623"
"1082","Гумецька_Ася_Сергіївна","333829","","8137","20181114112843"
"1083","Харківський_інститут_економіки_ринкових_відносин_і_менеджменту","333862","","3719","20200424141812"
"1084","Харківський_інститут_екології_та_соціального_захисту","333863","","5794","20200424141836"
"1085","Харківський_інститут_кадрів_управління","333884","","6627","20200424142003"
"1086","Харківський_інститут_управління","333889","","6904","20200424142137"
"1087","Харківський_національний_університет_міського_господарства_імені_О._М._Бекетова","333898","","43982","20200424130344"
"1088","Кардиналовська_Роксолана_Іванівна","334023","","4166","20191105022414"
"1089","Кассандр_(Мурон_Адольф)","334256","","6259","20200123105634"
"1090","Кулиничі_(Харків)","334436","","7725","20190417235410"
"1091","Татлін_Володимир_Євграфович","334566","","22221","20200511114026"
"1092","Харківський_філармонічний_оркестр","335111","","2855","20181202141327"
"1093","Харківська_обласна_філармонія","335117","","38899","20200322080632"
"1094","Манжелій_Вадим_Григорович","335254","","21108","20190330213532"
"1095","Маркевич_Мирон_Богданович","335365","","22144","20191014210539"
"1096","Пищур_Олександр_Віталійович","335470","","23488","20200316200157"
"1097","Каневський_Віктор_Ізраїльович","335599","","6839","20200512184601"
"1098","Затонська_Олена_Самійлівна","339070","","8585","20191211152507"
"1099","Тесленко_Костянтин_Макарович","340132","","6478","20200329061649"
"1100","Семенченко_Анатолій_Олексійович","349505","","10408","20190827171056"
"1101","Рубан_Віктор_Геннадійович","349929","","14176","20190730201344"
"1102","Екологічна_ситуація_в_Харкові","350374","","40605","20200415182829"
"1103","Природно-заповідний_фонд_Харкова","350386","","3811","20190428041906"
"1104","Харківський_ботанічний_сад","350393","","7531","20190512062502"
"1105","Харківський_зоопарк","350400","","18695","20191211155432"
"1106","Сад_імені_Тараса_Шевченка_(Харків)","350405","","14635","20191107234630"
"1107","Помірки_(ботанічна_пам'ятка)","350407","","4289","20190428093238"
"1108","Помірки_(місцевість)","350409","","3260","20190427113941"
"1109","Сокільники-Помірки","350411","","6706","20190725161439"
"1110","Сокільники_(місцевість)","350412","","2168","20190312200113"
"1111","Інститутська_(пам'ятка_природи)","350413","","4230","20190501125923"
"1112","Будинок_учених_(Харків)","350415","","3263","20190525204729"
"1113","Чорноглазівська","350417","","2818","20190513172936"
"1114","Пушкінська_(пам'ятка_природи)","350418","","8731","20190720135939"
"1115","Дерева_Гінкго_(Харків)","350419","","2751","20190530033733"
"1116","Чорноглазівські_дуби","350420","","3136","20190513172939"
"1117","Дуб_Бабушкін","350421","","2804","20190412113124"
"1118","Григорівський_бір","350424","","4859","20190529133231"
"1119","Залютинська","350425","","3859","20190414013005"
"1120","Крюківський_гідрологічний_заказник","350428","","4377","20190516123435"
"1121","Парк_імені_Максима_Горького_(Харків)","350431","","10835","20191003125209"
"1122","Мулерман_Вадим_Йосипович","350728","","15382","20200410175303"
"1123","Райони_Харкова","350965","","9424","20190721013113"
"1124","Транспорт_Харкова","350971","","1139","20200411085053"
"1125","Вулиці_Харкова","351011","","6930","20190813224651"
"1126","Велика_Данилівка","351241","","31574","20200220081319"
"1127","Перелік_пляжів_Харкова","351479","","7806","20190718143113"
"1128","Холодна_гора_(місцевість)","352840","","9022","20200210193554"
"1129","Бабіївна_Ганна_Іллівна","352963","","6288","20200203145653"
"1130","Бабій-Очеретовська_Неоніла_Леонідівна","353025","","2195","20190823062934"
"1131","Тичина_Євген_Григорович","353189","","13686","20200126212857"
"1132","Бартєнєв_Олександр_Федорович","353238","","8052","20190809142922"
"1133","Старцев_Максим_Олександрович","353325","","13795","20190726184723"
"1134","Металіст_(стадіон)","353494","","44185","20200512230804"
"1135","Гашдеу_Богдан_Петричейку","353608","","11280","20200329063548"
"1136","Александру_Гиждеу","353658","","11804","20200222183055"
"1137","Якубович_Семен_Абрамович","353747","","1466","20190901171917"
"1138","Металіст-Сіті","354345","","6966","20200115072701"
"1139","Асеєв_Герман_Степанович","356171","","4880","20190220182330"
"1140","Валеня_Іван_Юрійович","356253","","5455","20191010153349"
"1141","Воробйов_Олександр_Миколайович","356273","","5524","20191109223921"
"1142","Гайсинський_Юрій_Олександрович","356291","","3885","20190701193211"
"1143","Перебийніс_Тетяна_Юріївна","356572","","28950","20200514064729"
"1144","Загородній_Анатолій_Глібович","356751","","14002","20200423162439"
"1145","Парки_і_сквери_Харкова","357324","","12628","20200421074310"
"1146","Харків_(УНР)","357847","","2756","20200209024637"
"1147","Дементьєв_Ігор_Петрович","360022","","2525","20200512151753"
"1148","Олекса_Десняк","362458","","5334","20200220172931"
"1149","Шутенко_Леонід_Миколайович","363448","","45904","20200207090709"
"1150","Міллер_Дмитро_Петрович","364055","","9972","20191228015046"
"1151","Муромцева_Ольга_Георгіївна","364380","","47178","20190829120539"
"1152","Акуленко_Валерій_Вікторович","365285","","7407","20191108073145"
"1153","Електромеханічний_технікум_Харківського_національного_університету_міського_господарства_імені_О._М._Бекетова","365650","","3857","20190609085654"
"1154","Мещеряков_Валерій_Федорович","366179","","9597","20200112105315"
"1155","Кобін_Василь_Васильович","366192","","11589","20200308091117"
"1156","Акулов_Володимир_Петрович","367156","","1757","20191229193123"
"1157","Єлизаров_Михайло_Юрійович","369345","","6357","20190918032347"
"1158","Михайлов_Борис_Андрійович","369680","","12563","20200316221655"
"1159","Ігор_(Ісіченко)","370690","","17385","20200512090427"
"1160","Генріх_Семирадський","370726","","14503","20190903132835"
"1161","DCH","371215","","2673","20200307130239"
"1162","Салтевський_Михайло_Васильович","372641","","6419","20190722114331"
"1163","Копєйчиков_Володимир_Володимирович","372659","","7996","20191008184304"
"1164","Рябченко_Олена_Петрівна","372662","","6624","20190430034911"
"1165","Грипич_Володимир_Григорович","375140","","32529","20200411190031"
"1166","Наливайченко_Валентин_Олександрович","375335","","58503","20200220090216"
"1167","Епік_Григорій_Данилович","375457","","14693","20200421103842"
"1168","Супрун_Олександр_Данилович","375527","","20190","20200421120453"
"1169","Падалка_Іван_Іванович","376277","","16806","20200114112006"
"1170","Dub_Buk","376485","","4306","20191225144459"
"1171","Харківський_військовий_округ","376497","","19312","20191215181043"
"1172","Захаров_Євген_Юхимович","376500","","17497","20200218184025"
"1173","Божидар","376849","","7787","20191117184724"
"1174","Гончаров_Валерій_Володимирович","377127","","10485","20200210143518"
"1175","Колодуб_Лев_Миколайович","377282","","23070","20191228015249"
"1176","Спортивна_(станція_метро,_Харків)","377436","","9782","20200410230447"
"1177","Меженко_Юрій_Олексійович","378149","","29886","20200207080814"
"1178","Губаренко_Віталій_Сергійович","378329","","14670","20191118045425"
"1179","Гризодубова_Валентина_Степанівна","379389","","10666","20200506223714"
"1180","Коробов_Антон_Сергійович","379509","","40512","20200507082828"
"1181","Авескулов_Валерій_Дмитрович","379513","","8021","20200507082607"
"1182","Музей_археології_та_етнографії_Слобідської_України","380029","","9765","20200504161708"
"1183","Горяїнов_Олександр_Сергійович","380782","","18461","20200504123023"
"1184","Баркалов_Олексій_Степанович","380866","","6652","20191221115100"
"1185","Венгеровський_Юрій_Наумович","381699","","6954","20200212014442"
"1186","Поярков_Юрій_Михайлович","381701","","10334","20190924032245"
"1187","Целовальников_Ігор_Васильович","384585","","1469","20190225082659"
"1188","Губський_Юрій_Іванович","385062","","28355","20200214223711"
"1189","Навроцький_Олексій_Ігорович","385341","","6069","20190715083029"
"1190","Дальський_Володимир_Михайлович","385820","","9595","20190311070046"
"1191","Дергачов_Анатолій_Юрійович","385882","","8899","20191103014912"
"1192","Чернов_Сергій_Іванович","386164","","15164","20200413204020"
"1193","Коваленко_Олександр_Михайлович","386452","","16414","20190827131852"
"1194","Сергієнко_Микола_Маркович","386667","","5127","20190724200038"
"1195","Долина_Павло_Трохимович","387024","","5257","20200429105550"
"1196","Долинін_Олександр_Єрмолайович","387034","","2375","20200429105002"
"1197","Драк_Абрам_Матвійович","387082","","1712","20180730131013"
"1198","Зелікін_Самарій_Маркович","389519","","4192","20190706110601"
"1199","Зеркалова_Дарія_Василівна","389531","","3571","20190924081332"
"1200","Пресс_Тамара_Натанівна","389653","","10097","20190924113646"
"1201","Пресс_Ірина_Натанівна","389658","","5416","20191212074007"
"1202","Мейтус_Юлій_Сергійович","389684","","12404","20200302075515"
"1203","Золотоверхова_Інна_Іванівна","389791","","1544","20181102193022"
"1204","Золотухін_Володимир_Максович","389797","","2036","20190831054033"
"1205","Ігнатович-Балінський_Гнат_Гнатович","389862","","3366","20190425102631"
"1206","Ільченко_Олександр_Єлисейович","389897","","6857","20191116162414"
"1207","Інін_Аркадій_Якович","389900","","5172","20200503200108"
"1208","Національний_заслужений_академічний_український_народний_хор_України_імені_Григорія_Верьовки","390215","","11270","20200111131842"
"1209","Вітковський_Іван_Матвійович","390244","","1715","20190827105935"
"1210","Каневський_Арон_Мойсейович","390280","","4909","20200512184556"
"1211","Биков_Петро_Васильович","391096","","4157","20181117142800"
"1212","Каплуновський_Володимир_Павлович","391112","","2443","20180826071317"
"1213","Кармінський_Марк_Веніамінович","391143","","3103","20180624120759"
"1214","Залюбовський_Григорій_Антонович","391268","","8080","20190706024041"
"1215","Завалевська_Валентина_Олександрівна","391557","","5316","20191010144159"
"1216","Данько_Микола_Іванович","392299","","7557","20200406091249"
"1217","Палац_Спорту_(станція_метро,_Харків)","393442","","8587","20190712072138"
"1218","Сергєєв_Володимир_Григорович","393658","","12461","20191207115142"
"1219","Пригоров_Олексій_Вікторович","393967","","3693","20200121091705"
"1220","Почесні_громадяни_Харкова","394010","","21739","20190719201955"
"1221","Семенюк-Самсоненко_Валентина_Петрівна","394159","","19730","20190728120809"
"1222","Сердюк_Олександр_Олексійович","394683","","3548","20190129135733"
"1223","Сюкало_Ганна_Олександрівна","394689","","4342","20200402202334"
"1224","Северин_Ганцарчик","394695","","18006","20191130140124"
"1225","Яценко_Олена_Миколаївна","394710","","3950","20200402204043"
"1226","Дубровіна_Катерина_Валеріївна","395051","","2564","20190129135231"
"1227","Світличний_Олександр_Миколайович","395052","","4250","20190224062033"
"1228","Валяєв_Сергій_Валентинович","395076","","34749","20190329143904"
"1229","Данильченко_Сергій_Петрович","395133","","4303","20190924001543"
"1230","Карпенко_Георгій_Володимирович","395497","","8539","20190416152630"
"1231","Манжура_Іван_Іванович","395895","","25388","20200401174329"
"1232","Ребенок_Павло_Вікторович","396196","","28544","20200412173703"
"1233","Гришко_Віктор_Васильович","396308","","8146","20190410085934"
"1234","Гуревич_Анатолій_Маркович","396547","","3497","20190815202721"
"1235","Бецький_Іван_Ігорович","396602","","2332","20180923095519"
"1236","Ластівка_(теплохід)","397072","","11355","20200505185314"
"1237","Баранов_Олександр_Іванович","397425","","4096","20190221075335"
"1238","Інститут_проблем_кріобіології_і_кріомедицини_НАН_України","398473","","4300","20200422105131"
"1239","Вальтер_Асеведо","399329","","9148","20190329133307"
"1240","Москаленко_Віталій_Федорович","400215","","29697","20200420151421"
"1241","Бабійчук_Георгій_Опанасович","400538","","4044","20200309034700"
"1242","Бабійчук_Любов_Олександрівна","400571","","3407","20200315203705"
"1243","Пушкар_Микола_Сидорович","400668","","5631","20191124150029"
"1244","Молодь_України_(газета)","400803","","6898","20200215164735"
"1245","Новаченко_Микола_Петрович","400833","","5954","20190827063254"
"1246","Інститут_патології_хребта_та_суглобів_імені_Михайла_Ситенка_НАМН_України","400952","","18437","20200420114349"
"1247","Бондаренко_Валерій_Антонович","401401","","3856","20200309125723"
"1248","Гулевський_Олександр_Кирилович","401407","","15418","20200312032645"
"1249","Луговий_Володимир_Йосипович","402279","","2970","20191106065527"
"1250","Гольцев_Анатолій_Миколайович","402545","","4881","20191102112757"
"1251","Харківський_національний_технічний_університет_сільського_господарства_імені_Петра_Василенка","402660","","52960","20200514065949"
"1252","Німецька_окупація_Харкова","402763","","28655","20200118195023"
"1253","Харківський_соціально-економічний_інститут","403246","","5117","20200424142141"
"1254","Харківський_національний_університет_повітряних_сил_імені_Івана_Кожедуба","404055","","25345","20200424131356"
"1255","Харківський_інститут_фінансів_Київського_національного_торговельно-економічного_університету","404061","","42193","20200424131623"
"1256","Харківський_торговельно-економічний_інститут_Київського_національного_торговельно-економічного_університету","404373","","9039","20200424131648"
"1257","Харківська_медична_академія_післядипломної_освіти_МОЗ_України","404378","","22338","20200503211047"
"1258","Боровий_Василь_Іванович","404830","","3581","20200512114103"
"1259","Борщова_Аліна_Олександрівна","404833","","10786","20200414151448"
"1260","Інститут_сходознавства_та_міжнародних_відносин_«Харківський_колегіум»","405221","","6070","20200424142939"
"1261","Інститут_біохімії_імені_О._В._Палладіна_НАН_України","405222","","11738","20200422102510"
"1262","Військовий_інститут_танкових_військ_НТУ_«ХПІ»","405228","","22361","20200424152052"
"1263","Харківський_інститут_Міжрегіональної_академії_управління_персоналом","405235","","4497","20200424142124"
"1264","Романчук_Олександр_Володимирович","405576","","8382","20190721190650"
"1265","Борзенко_Сергій_Олександрович_(письменник)","405610","","8744","20200210124548"
"1266","Піонтек_Люціана_Карлівна","405684","","8672","20200329150752"
"1267","Кочевський_Віктор_Васильович","405979","","10747","20191123053647"
"1268","Олійник_Денис_Вікторович","406004","","21429","20200429194932"
"1269","Харківський_науково-дослідний_інститут_козацтва","406100","","24841","20191218112324"
"1270","Східний_інститут_українознавства_ім._Ковальських","406969","","8177","20190727083451"
"1271","Багірова_Лала_Гамлетівна","407541","","3289","20190625002738"
"1272","Барабаш_Юрій_Якович","407564","","6224","20200507202435"
"1273","Бедзик_Юрій_Дмитрович","407574","","9167","20200507072253"
"1274","Бартошин_Віктор_Степанович","407584","","1289","20200211225443"
"1275","Бойко_Віктор_Степанович","407976","","14475","20181102153009"
"1276","Буйдін_Геннадій_Георгійович","408001","","1445","20190523011333"
"1277","Брюґґен_Володимир_Олександрович","408004","","7454","20190523010030"
"1278","Боярунець_Юрій_Олексійович","408008","","12516","20200109103117"
"1279","Бодикін_Гарольд_Михайлович","408017","","3038","20200211225749"
"1280","Корінь_Антоніна_Михайлівна","408428","","4762","20200226183504"
"1281","Чайковський_Едуард_Феліксович","409399","","3276","20190226055457"
"1282","Національна_академія_правових_наук_України","409592","","14021","20190423183803"
"1283","Полторак_Степан_Тимофійович","410083","","27300","20200304192202"
"1284","Раковська_Наталія_Христианівна","410102","","3446","20191120184829"
"1285","Кривцов_Володимир_Станіславович","410110","","7045","20191122185856"
"1286","Черних_Валентин_Петрович","410343","","15228","20191204191719"
"1287","Гай-Головко_Олесь_Несторович","410540","","14993","20191025010906"
"1288","Котек_Ніна_В'ячеславівна","410674","","5167","20200310143920"
"1289","Геращенко_Ігор_Борисович","410691","","2165","20190927100541"
"1290","Тістик_Ігор_Володимирович","411047","","9273","20200115072449"
"1291","Садковий_Володимир_Петрович","411369","","7104","20191124174803"
"1292","Говоруха_Віктор_Володимирович","411412","","11477","20191124161817"
"1293","Ладиженський_Олег_Семенович","411734","","3127","20190620152000"
"1294","Громов_Дмитро_Євгенович","411735","","2071","20190901170534"
"1295","Грабовська_Марія_Михайлівна","412098","","1802","20180904074513"
"1296","Артеменко_Володимир_Микитович","412572","","13594","20200512104003"
"1297","Грунський_Микола_Кузьмович","413755","","7613","20190813134122"
"1298","Бакіров_Віль_Савбанович","414584","","10287","20190516192422"
"1299","Московське_(електродепо,_Харків)","415088","","5275","20191016200355"
"1300","Кузнецов_Сергій_Сергійович","416161","","10496","20190709185345"
"1301","Арлазоров_Михайло_Саулович","417586","","3924","20190624100854"
"1302","Гулаков_Павло_Захарович","418259","","6968","20181107192201"
"1303","Паляниця_Олександр_Віталійович","420387","","11398","20190717235434"
"1304","Льовшин_Олексій_Іраклійович","420501","","13791","20200510182158"
"1305","Дорожня_карта_(газета)","424507","","1652","20190826230201"
"1306","Стецюн_Микола_Григорович","424529","","7452","20191109063745"
"1307","Петросов_Валерій_Альбертович","427682","","12493","20190829182134"
"1308","Аїла_Юссуф","428090","","5936","20200207180026"
"1309","Салтівське_(електродепо)","428623","","3426","20190205214954"
"1310","Пономарьова_Галина_Федорівна","429420","","11091","20191121180227"
"1311","Жолдак_Андрій_Валерійович","429556","","10660","20200116094831"
"1312","Масельський_Степан_Іванович","430136","","14964","20191108101502"
"1313","Сердюк_Лесь_Олександрович","430516","","17165","20200101105006"
"1314","Харківський_інститут_соціального_прогресу","430702","","4147","20200424142018"
"1315","Вищі_навчальні_заклади_Харкова","430712","","29103","20190629021937"
"1316","Захисників_України_(станція_метро)","430795","","6992","20190713162817"
"1317","Олексіївська_лінія","431579","","7789","20200123210450"
"1318","Салтівська_лінія","431608","","6660","20190907105117"
"1319","Турбоатом_(станція_метро)","431634","","6903","20191101065406"
"1320","Харківський_велосипедний_завод","434291","","12273","20200426154947"
"1321","Харківський_трамвай","435131","","42354","20200502224416"
"1322","Прийомов_Володимир_Володимирович","435356","","29889","20190720033331"
"1323","Арсеній_(Могилянський)","435514","","11041","20190812095622"
"1324","Готелі_Харкова","436046","","22122","20191007115611"
"1325","Космополіт_(готель)","436054","","3125","20190708235106"
"1326","Динамо_(стадіон,_Харків)","436358","","34734","20190817121845"
"1327","Мацієвський_Ігор_Володимирович","436728","","13618","20191228020229"
"1328","Кандауров_Сергій_Вікторович","441786","","11840","20190707051049"
"1329","Селін_Євген_Сергійович","443041","","18861","20200219180658"
