name,total,min,max,median
"Геращенко_Антон_Юрійович",551,7,79,14.0
"Василь_Еллан-Блакитний",549,4,40,17.5
"Дозор-Б",546,8,29,16.0
"Тимченко_Йосип_Андрійович",542,2,54,14.5
"Демчина_Павло_Володимирович",539,1,36,17.0
"Ситник_Артем_Сергійович",533,5,53,16.0
"Ніколюк_Віктор_Дмитрович",529,7,34,15.0
"Донченко_Олесь_Васильович",519,1,83,9.5
"Харківський_національний_університет_повітряних_сил_імені_Івана_Кожедуба",514,7,28,16.5
"Харківське_державне_авіаційне_виробниче_підприємство",514,3,45,15.0
"Ігор_(Ісіченко)",505,2,37,13.0
"Кірш_Олександр_Вікторович",502,7,57,13.0
"Богатирьова_Раїса_Василівна",496,8,24,15.0
"Семиноженко_Володимир_Петрович",491,1,90,6.0
"Олійник_Володимир_Миколайович",490,4,48,12.5
"Шевельов_Юрій_Володимирович",489,7,32,15.0
"Національна_академія_Національної_гвардії_України",489,7,31,15.5
"Пам'ятники_Харкова",487,0,44,10.5
"Список_станцій_Харківського_метрополітену",484,5,26,15.0
"Шахов_Сергій_Володимирович",484,6,31,14.0
"Губерман_Ігор_Миронович",482,2,182,7.0
"Тайсон_Барселлос_Фреда",478,4,68,12.0
"Сидоренко_Олександр_Аркадійович",473,6,23,14.5
"Харківська_міська_рада",471,2,27,15.0
"Туган-Барановський_Михайло_Іванович",470,1,78,11.0
"Клуб_сімейного_дозвілля",468,5,26,14.0
"Вірський_Павло_Павлович",467,6,51,13.0
"Турбоатом",465,3,97,10.0
"Сенченко_Іван_Юхимович",463,1,53,9.5
"Мартиненко_Микола_Володимирович",460,3,53,11.0
"Курчатов_Ігор_Васильович",452,3,73,10.0
"Волобуєв_Михайло_Симонович",445,0,39,9.0
"Шалімов_Олександр_Олексійович",440,3,70,12.0
"Косач_Михайло_Петрович",430,3,50,10.0
"Клейтон_Шав'єр",429,0,102,4.0
"Ананченко_Олександр_Євгенович",427,4,54,8.5
"Т-16_(трактор)",418,5,25,13.0
"Шокін_Віктор_Миколайович",415,4,27,12.5
"Майк_Йогансен",415,4,36,11.5
"Німченко_Василь_Іванович",415,0,61,8.5
"Худжамов_Рустам_Махмудкулович",411,0,172,3.0
"Заливчий_Андрій_Іванович",411,0,238,1.0
"Національний_технічний_університет_«Харківський_політехнічний_інститут»",409,2,21,13.0
"Трублаїні_Микола_Петрович",407,2,31,12.0
"Ужвій_Наталія_Михайлівна",407,4,34,11.5
"Фатєєва_Наталя_Миколаївна",402,5,60,11.0
"Дідік_Данило_Андрійович",398,1,54,7.0
"Мисливські_усмішки",393,1,35,12.0
"Атрошенко_Владислав_Анатолійович",390,4,24,12.0
"Буряк_Леонід_Йосипович",390,1,80,7.0
"Цертелєв_Микола_Андрійович",389,3,24,11.5
"Перелісна_Катерина_Федорівна",388,0,44,6.0
DCH,385,3,22,12.0
"Харківська_губернія",381,2,25,11.5
"Марко_Девич",378,3,39,10.5
"Сміян_Іван_Семенович",378,0,101,3.0
"Багалій_Дмитро_Іванович",377,1,30,12.5
"Яровий_Сергій_Анатолійович",373,2,30,11.0
"Заваров_Олександр_Анатолійович",372,4,24,11.0
"Список_вулиць_Харкова_(К)",372,0,33,13.0
"Антоненко-Давидович_Борис_Дмитрович",372,5,29,11.0
"Харківське_конструкторське_бюро_машинобудування",370,3,25,12.0
"Депеш_Мод",370,3,20,11.0
"Сухомлин_Сергій_Іванович",367,2,22,12.0
"Петренко_Олег_Миколайович",366,3,56,9.0
"Жадан_і_Собаки",363,1,31,10.5
"Рудницький_Степан_Львович",363,2,25,11.0
"Секеч_Іштван_Йожефович",362,0,154,1.0
"Чечетов_Михайло_Васильович",362,5,24,11.0
"Рахманін_Сергій_Іванович",361,1,72,7.0
"Покровський_собор_(Харків)",359,0,31,9.5
"Будинок_«Слово»_(фільм,_2017)",356,2,40,8.5
"Кирющенко_Олексій_Адольфович",356,2,21,10.5
"Міляєва_Людмила_Семенівна",356,2,35,8.5
"Гладкий_Олександр_Миколайович",348,1,34,8.5
"3-тя_бригада_оперативного_призначення_НГ_(Україна)",347,3,20,10.5
"Півненко_Богдана_Іванівна",346,1,37,9.5
"Ракло",346,5,20,10.5
"Манжура_Іван_Іванович",343,1,76,7.5
"Осиповський_Тимофій_Федорович",342,0,42,7.0
"Харків-Пасажирський",341,3,19,10.0
"Харківський_національний_педагогічний_університет_імені_Григорія_Сковороди",340,1,17,11.0
"Населення_Харкова",340,3,47,9.0
"Автошлях_М_03",339,2,25,10.0
"Тацій_Василь_Якович",335,1,21,11.0
"Гмиря_Борис_Романович",335,2,32,9.5
"Майдан_Свободи_(Харків)",334,3,22,10.0
"Національний_університет_фізичного_виховання_і_спорту_України",334,4,23,9.5
"Харківський_національний_академічний_театр_опери_та_балету_імені_Миколи_Лисенка",331,0,65,9.0
"Герб_Харкова",330,2,30,9.5
"Українська_медична_стоматологічна_академія",329,4,22,9.0
"Цуркан_Людмила_Георгіївна",329,0,115,2.5
"Фельдман_Олександр_Борисович",328,4,19,10.0
"Семенюк-Самсоненко_Валентина_Петрівна",327,4,19,8.5
"Слово_(будинок)",327,0,39,8.0
"Бушуєв_Костянтин_Володимирович",326,1,29,9.5
"Бучма_Амвросій_Максиміліанович",325,1,57,9.0
"Богуслаєв_Вячеслав_Олександрович",325,1,19,9.5
"Пилипишин_Віктор_Петрович",324,4,27,9.5
"Кобін_Василь_Васильович",323,1,58,8.0
"Східне_оперативно-територіальне_об'єднання_НГУ",322,3,19,9.0
"Іоано-Богословський_храм_(Харків)",321,0,27,7.5
"Лимонов_Едуард_Веніамінович",317,3,20,10.0
"Палладін_Олександр_Володимирович",317,0,21,9.5
"Військовий_інститут_танкових_військ_НТУ_«ХПІ»",314,2,28,10.0
"Алчевська_Христина_Данилівна",313,0,38,8.5
"Волошин_Владислав_Валерійович",313,2,32,7.0
"Барабашово",313,4,28,9.0
"Полонська-Василенко_Наталія_Дмитрівна",313,2,19,9.0
"Харківський_національний_університет_радіоелектроніки",313,2,18,9.5
"Корсун_Олександр_Олексійович",312,0,36,8.5
Nokturnal_Mortum,311,3,23,8.5
"Техноком",309,2,27,8.0
"Андоленко_Карина_В'ячеславівна",308,0,44,9.0
"Харківський_державний_цирк",308,0,68,3.0
"Кошелєва_Альона_Володимирівна",307,1,56,7.0
"Антонович_Дмитро_Володимирович",305,3,25,9.0
"Харківське_шосе_(Київ)",301,1,28,8.5
"Національний_аерокосмічний_університет_імені_М._Є._Жуковського_«Харківський_авіаційний_інститут»",298,2,18,9.0
"Київське_вище_військове_інженерне_училище_зв'язку",298,1,33,8.0
"Колесніченко_Вадим_Васильович",295,2,17,8.5
"Тесленко_Данило_Ігорович",295,3,27,8.0
"5-та_окрема_бригада_НГ_(Україна)",294,1,16,10.0
"Список_вулиць_Харкова_(М)",293,1,22,10.0
"Бублик_Юрій_Васильович",293,0,29,7.5
"Толмачов_Віктор_Ілліч",292,1,28,8.5
"Лавринович_Олександр_Володимирович",289,3,23,8.5
"Семенуха_Роман_Сергійович",287,1,33,6.0
"Мартос_Борис_Миколайович",287,0,20,8.0
"Удовиченко_Олександр_Іванович",286,0,22,7.5
"Папа_Гує",286,0,22,6.5
"Харківський_національний_університет_внутрішніх_справ",286,2,21,8.5
"Півоваренко_Павло_Васильович",286,3,17,9.0
"Список_вулиць_Харкова_(С)",285,0,24,9.0
"Приступа_Едуард_Вікторович",285,2,37,8.0
"Шевченківський_район_(Харків)",285,1,19,9.5
"Т-150_(трактор)",284,1,19,8.0
"Харківський_національний_університет_мистецтв_імені_Івана_Котляревського",283,2,16,9.0
"Екологічна_ситуація_в_Харкові",282,1,25,7.5
"Межевікін_Євген_Миколайович",282,2,18,8.0
"Національний_університет_цивільного_захисту_України",282,2,16,8.5
"Мацієвич_Левко_Макарович",280,2,83,5.0
"ХТЗ-2511_(трактор)",280,2,21,8.0
"Люди,_пов'язані_з_Харковом",279,1,23,8.0
"Хосе_Ернесто_Соса",278,1,32,6.0
"Сердюк_Лесь_Олександрович",277,1,23,8.5
"Савкін_Олег_Володимирович",275,1,17,8.0
"Жилін_Євген_Володимирович",275,3,21,7.0
"Харківська_медична_академія_післядипломної_освіти_МОЗ_України",274,1,22,8.0
"Харківський_військовий_університет",274,2,25,7.5
"Т-012_(трактор)",273,3,19,8.0
"Євсюков_Юрій_Степанович",271,0,39,3.5
"Вернадський_Іван_Васильович",270,1,25,7.0
"Мірошниченко_Євгенія_Семенівна",269,1,21,7.0
"Алчевська_Христина_Олексіївна",268,2,21,6.0
"Гутцайт_Оксана_Петрівна",267,1,27,8.5
"Харківський_національний_університет_міського_господарства_імені_О._М._Бекетова",267,1,19,8.0
"Корж_Віктор_Петрович",267,1,90,5.0
"Українська_академія_друкарства",265,1,18,8.0
"Металіст_(стадіон)",264,3,18,8.0
"Кучер_Олександр_Миколайович",263,1,22,7.0
"Одеська_(станція_метро,_Харків)",263,2,25,8.0
"Балтача_Сергій_Павлович",262,1,76,5.0
"Балабуєв_Петро_Васильович",261,2,19,7.5
"Березовський_Денис_Валентинович",257,2,15,8.0
"Німецька_окупація_Харкова",256,1,25,7.0
"Кузьмін_Ренат_Равелійович",255,1,35,6.0
"Список_вулиць_Харкова_(В)",254,0,21,8.0
"Т-74_(трактор)",254,1,15,8.0
"Жаксон_Авеліну_ді_Коелью",253,0,42,5.0
"Список_вулиць_Харкова_(П)",253,0,23,6.0
"Бойко_Віктор_Степанович",251,0,35,5.0
"Мегабанк",250,0,16,7.0
"Харківський_національний_економічний_університет_імені_Семена_Кузнеця",250,1,16,7.0
"Воробей_Андрій_Олексійович",250,2,13,7.5
"Онопенко_Василь_Васильович",249,1,16,7.0
"Панч_Петро_Йосипович",249,0,22,6.5
"Саймон_Кузнець",248,1,20,7.0
"Шевчук_Станіслав_Володимирович",247,2,22,7.0
"302-й_зенітний_ракетний_полк_(Україна)",247,1,32,6.0
"Фесенко_Володимир_В'ячеславович",246,1,22,6.0
"Матч_(фільм,_2012)",241,2,22,6.5
"Список_вулиць_Харкова_(Г)",240,0,17,7.0
"Оркестр_Че",239,2,14,7.5
"БВМП-84",238,2,13,7.0
"Мисла_Мирослав_Іванович",237,1,35,7.0
"Окремий_загін_розвідки_спеціального_призначення_«Арес»",237,3,17,7.0
"Алчевський_Олексій_Кирилович",237,0,64,5.0
"Сумська_вулиця_(Харків)",236,0,32,5.5
"Україна_(велосипед)",234,1,23,7.0
"Загорій_Гліб_Володимирович",234,1,23,6.0
"Московський_район_(Харків)",234,0,31,7.0
"Дзеркальний_струмінь",233,0,18,7.0
"Бекетов_Микола_Миколайович",232,0,46,6.0
"Яловий_Михайло_Омелянович",231,1,19,6.5
"Олійник_Денис_Вікторович",231,1,14,7.0
"Харківська_(станція_метро)",230,2,12,7.0
"Шульженко_Клавдія_Іванівна",229,1,32,5.0
"Ранок_(видавництво,_Харків)",229,1,20,7.0
"Паламарчук_Микола_Петрович",227,1,15,6.5
"Проросійські_виступи_у_Харкові_(2014)",227,2,22,6.0
"Яковенко_Олександр_Павлович",226,0,63,5.0
"Список_вулиць_Харкова_(Б)",226,0,20,6.0
"Никодим_(Руснак)",225,1,17,7.5
"Бєсєдін_Артем_Юрійович",225,2,21,6.0
"Лежньова_Ольга_Миколаївна",224,2,25,5.0
"Всесвіт_(журнал)",223,1,12,7.0
"Цаплієнко_Андрій_Юрійович",223,1,25,6.0
"Степовий_Яків_Степанович",220,1,14,6.0
"Перенесення_столиці_УСРР_з_Харкова_до_Києва",217,1,21,6.0
"Парк_імені_Максима_Горького_(Харків)",217,0,18,5.0
"Іщенко_Микола_Анатолійович",216,1,72,4.0
"Назаренко_Сергій_Юрійович",216,2,15,6.5
"Харківський_апеляційний_суд",216,0,17,7.0
"Цапюк_Степан_Кирилович",215,2,18,6.0
"Головко_Андрій_Васильович",215,1,13,6.0
"Ювілейний_проспект_(Харків)",215,0,16,6.0
"Іванчик_Віктор_Петрович",214,0,24,6.5
"Маліков_Віталій_Володимирович",214,2,11,6.5
"Харківський_національний_медичний_університет",213,2,13,6.5
"Черниш_Вадим_Олегович",212,0,21,5.0
"Касьян_Микола_Андрійович",212,2,16,6.0
"164-та_радіотехнічна_бригада_(Україна)",211,0,20,6.5
"Швайка_Ігор_Олександрович",211,0,13,7.0
"Мейєр_Зайдер",210,1,16,6.0
"III_Всеукраїнський_з'їзд_Рад",210,1,20,5.5
"Петренко_Олексій_Васильович",210,1,16,6.0
"Вулиця_Бучми_(Харків)",210,2,14,5.5
"Індустріальний_район_(Харків)",209,0,15,6.5
"Харків_(річка)",209,0,29,5.0
"ДТ-54_(трактор)",209,1,13,6.0
"ХТЗ-170_(трактор)",209,0,15,5.5
"Переяславець_Валентина_Олександрівна",209,0,82,1.0
"Денисенко_Анатолій_Петрович",208,2,13,6.0
"Смолич_Юрій_Корнійович",207,1,11,6.0
"Донецьке_городище",206,0,24,4.0
"Медведько_Олександр_Іванович",205,0,21,6.0
"Київський_район_(Харків)",203,1,20,5.5
"Слобідський_район",203,0,14,7.0
"Електроважмаш",202,0,34,5.0
"Харатін_Ігор_Ігорович",202,1,22,4.0
"Український_державний_університет_залізничного_транспорту",201,0,19,6.0
"Гошовська_Валентина_Андріївна",201,0,16,5.0
"Митрофан_(Бутинський)",201,1,20,6.0
"Свідзінський_Володимир_Євтимович",200,1,28,5.0
"Копиленко_Олександр_Іванович",198,1,20,6.0
"Харківська_гуманітарно-педагогічна_академія",198,1,17,6.0
"Кулик_Іван_Юліанович",197,0,70,3.0
Drudkh,197,1,17,6.0
"Давтян_Олександр_Саркісович",195,1,12,7.0
"Вімм-Білль-Данн_Україна",194,1,15,6.0
"Колодій_Сергій_Володимирович",192,1,24,4.0
"Ліцей-інтернат_№23_«Кадетський_корпус»",192,1,14,5.0
"Однороженко_Олег_Анатолійович",192,1,16,5.5
"Красько_Ольга_Юріївна",192,1,49,4.0
"Кулиничі_(Харків)",190,0,16,5.0
"Гриньов_Володимир_Борисович",190,1,16,5.5
"Шуст_Богдан_Романович",190,1,11,6.0
"Салтівка",186,0,15,6.0
"Богданов_Андрій_Євгенович",186,1,76,3.0
"Симона_Вілар",185,0,28,4.5
"Шенцев_Дмитро_Олексійович",184,1,11,5.5
"Немишлянський_район",183,0,15,6.0
"Бова_Юрій_Анатолійович",183,1,31,5.0
"Левитський_Микола_Васильович",183,1,18,5.0
"Гнєзділов_Ігор_Євгенович",183,1,13,6.0
"Біловол_Олександр_Миколайович",181,0,18,5.0
"Перший_український_театр_для_дітей_та_юнацтва",181,0,20,4.0
"Олексіївська_лінія",180,1,18,5.0
"Микитенко_Іван_Кіндратович",180,0,18,5.0
"Крушельницький_Антін_Володиславович",180,2,18,5.0
"Вулиця_Велика_Панасівська_(Харків)",179,0,12,5.0
"Харківський_академічний_український_драматичний_театр_імені_Тараса_Шевченка",178,0,16,5.0
"Інститут_неврології,_психіатрії_та_наркології_НАМН_України",178,1,23,5.0
"Левченко_Катерина_Борисівна",177,0,23,4.5
"Калиниченко_Максим_Сергійович",177,0,28,4.0
"Первомайський_Леонід_Соломонович",176,0,16,4.0
"Ященко_Анатолій_Федорович",174,0,20,3.0
"Уда_(річка)",174,0,17,5.0
"Харківський_бронетанковий_завод",173,1,10,6.0
"Севрук_Юрій_Григорович",173,1,13,5.0
"Рота_поліції_«Східний_корпус»",173,1,14,5.0
"Галовський_де_Ласерда_Едмар",173,1,18,5.0
"Новобаварський_район",173,0,15,4.5
"Писаренко_Валерій_Володимирович",173,1,15,4.0
"Чичибабін_Борис_Олексійович",172,1,21,4.0
"Лубінець_Дмитро_Валерійович",172,1,14,5.0
"Погорєлов_Олексій_Васильович",172,0,18,4.0
"Ісаєв_Леонід_Олексійович",172,0,53,2.0
"Мойсеєв_Станіслав_Анатолійович",172,1,11,5.0
"Ейфелева_вежа_(Харків)",171,2,13,5.0
"Оплот_(бійцівський_клуб)",170,1,12,4.0
"Кістяковський_Богдан_Олександрович",170,0,12,6.0
"Національний_фармацевтичний_університет",170,0,11,5.0
"Зотько_Іван_В'ячеславович",170,0,44,3.0
"Харківський_трамвай",170,1,15,5.0
"Єрмилов_Василь_Дмитрович",170,1,16,4.5
"Вулиця_Євгена_Котляра_(Харків)",169,1,16,5.5
"Vivat_(видавництво)",169,0,11,5.5
"Бекетов_Олексій_Миколайович",168,0,11,5.0
"Рибалка_Сергій_Олександрович",168,1,11,5.0
"Дмитрієв_Анатолій_Анатолійович",167,1,13,5.0
"Танго_смерті_(фільм)",166,0,95,2.0
"Список_вулиць_Харкова_(Т)",166,0,17,4.0
"Говоруха_Віктор_Володимирович",166,0,89,1.0
"Фоменко_Михайло_Іванович",166,2,11,4.0
"Поліщук_Валер'ян_Львович",166,0,12,4.0
"Таран-Терен_Віктор_Васильович",165,0,18,4.0
"Христюк_Павло_Оникійович",165,0,16,4.5
"Сугоняко_Олександр_Леонідович",164,0,20,4.0
"Харківська_державна_наукова_бібліотека_імені_В._Г._Короленка",164,0,19,4.0
"Молодь_України_(газета)",163,0,14,5.0
"Холодногірсько-Заводська_лінія",163,1,22,4.0
"Тронько_Петро_Тимофійович",161,1,10,5.0
"Старе_Затишшя",161,0,106,1.0
"Генрі_Лайон_Олді",161,0,10,5.0
"Логвиненко_Олексій_Степанович",161,0,56,2.0
"Прокопенко_Іван_Федорович",161,0,14,4.0
"Харківська_ТЕЦ-5",161,1,16,5.0
"Хворост_Люцина_Володимирівна",160,1,22,4.0
"Амельченко_Василь_Васильович",160,1,19,4.0
"Петрицький_Анатолій_Галактіонович",159,1,16,4.0
"Лунченко_Валерій_Валерійович",159,1,15,4.0
"Фоліо_(видавництво)",158,1,13,4.5
"ПЗМ-2",158,0,15,4.0
"Основ'янський_район",158,0,11,6.0
"Луганський_прикордонний_загін",157,0,19,4.0
"Безсонов_Володимир_Васильович",157,2,10,4.5
"Баганець_Олексій_Васильович",157,0,16,4.0
"Автошлях_М_18",157,0,19,4.0
"Тарковський_Олександр_Карлович",157,1,16,5.0
"Юнацька_спілка",157,0,16,5.0
"Гринько_Григорій_Федорович",156,1,21,4.0
"Список_вулиць_Харкова_(Д)",156,0,13,5.5
"Кириченко_Сергій_Олександрович_(генерал_армії)",154,0,16,4.0
"Мала_Любов_Трохимівна",154,0,18,5.0
"Харківський_національний_університет_будівництва_й_архітектури",154,1,27,3.0
"Бій_на_Римарській",154,1,12,4.0
"Список_вулиць_Харкова_(Л)",154,0,14,6.0
"Харківський_колегіум",154,1,13,4.0
"Литвинов_Олексій_Ігорович",153,0,14,4.0
"Лаврик_Микола_Іванович",153,0,12,5.0
"Маліков_Валерій_Васильович",153,0,22,4.0
"Інститут_літератури_імені_Тараса_Шевченка_НАН_України",152,1,12,4.0
"Люлька_Архип_Михайлович",152,1,14,4.0
"Майдан_Конституції_(Харків)",151,0,12,5.0
Dub_Buk,150,1,12,4.0
"Чубинський_Михайло_Павлович",150,0,31,4.0
"Синянський_Олег_Григорович",150,0,21,3.0
"Нудьга_Григорій_Антонович",149,0,53,2.0
"Місюра_Вадим_Ярославович",149,0,50,2.0
"Пальма_Мерцалова",149,1,10,4.0
"Перемога_(станція_метро,_Харків)",149,0,10,4.0
"Салтівська_лінія",149,0,13,4.0
"Кацуба_Олександр_Володимирович",148,0,12,4.5
"Яковлєв_Андрій_Валентинович",148,0,17,3.0
"Захисників_України_(станція_метро)",148,0,16,4.0
"Білодід_Іван_Костянтинович",147,0,12,4.0
"Апанович_Олена_Михайлівна",147,1,13,4.0
"Литвиненко-Вольгемут_Марія_Іванівна",147,0,13,4.0
"Мейтус_Юлій_Сергійович",147,1,14,4.0
"Дніпро_(журнал)",146,0,11,4.0
"Рубін_Едуард_Юхимович",146,1,16,3.0
"Список_вулиць_Харкова_(Р)",145,0,12,5.0
"Алехандро_Гомес",145,0,14,4.5
"ХАДО",145,0,11,3.0
"Державінська_(станція_метро)",145,0,11,4.0
"Водяной_Михайло_Григорович",144,1,12,4.5
"Пшонка_Артем_Вікторович",144,1,10,4.0
"Бандурка_Олександр_Маркович",144,1,11,4.0
"Федецький_Альфред_Костянтинович",143,0,16,3.0
"Михайлин_Ігор_Леонідович",143,0,30,4.0
"Качанівська_виправна_колонія_№_54",143,0,11,4.0
"Український_вісник_(1816—1819)",143,0,15,4.0
"Білий_Максим_Іванович",142,0,38,2.5
"Геліос_(футбольний_клуб)",142,1,9,4.0
"БРЕМ-84",142,1,8,4.0
