name,total,min,max,median
"Волобуєв_Михайло_Симонович",833,8,60,26.0
"Жаботинський_Леонід_Іванович",829,9,59,24.0
"Геращенко_Антон_Юрійович",820,10,61,23.0
"Погорєлов_Олексій_Васильович",798,0,93,17.0
"Хоткевич_Гнат_Мартинович",780,11,43,27.0
"Національний_юридичний_університет_імені_Ярослава_Мудрого",767,16,43,26.0
"Косач_Михайло_Петрович",755,11,70,21.0
"Металіст_(Харків)",753,12,51,23.0
"Кузьмук_Олександр_Іванович",753,13,61,25.0
"Т-150К_(трактор)",743,12,47,24.0
"Завод_імені_В._О._Малишева",727,9,50,23.0
"Пам'ятники_Харкова",712,7,60,21.0
"Івашко_Володимир_Антонович",701,7,41,22.0
"Мікац_Олег_Михайлович",689,12,53,21.0
"Німченко_Василь_Іванович",681,2,105,15.0
"Тайсон_Барселлос_Фреда",677,3,113,17.0
"Ніколюк_Віктор_Дмитрович",671,8,43,21.0
"Вірський_Павло_Павлович",657,4,103,19.0
"Федецький_Артем_Андрійович",656,6,80,20.0
"Кириченко_Раїса_Опанасівна",654,8,72,19.0
"Чубарева_Ольга_Олексіївна",648,3,97,13.0
"Потебня_Олександр_Опанасович",648,9,39,21.0
"Дозор-Б",638,14,31,21.0
"Герб_Харкова",632,8,61,18.0
"Турбоатом",631,8,76,19.0
"Стець_Юрій_Ярославович",625,10,37,20.0
"Харківське_конструкторське_бюро_машинобудування",619,6,164,15.0
"Шевельов_Юрій_Володимирович",618,8,40,20.0
"Донченко_Олесь_Васильович",614,2,66,19.0
"Покровський_собор_(Харків)",613,10,40,19.0
"Алчевський_Олексій_Кирилович",609,3,77,13.0
"Шалімов_Олександр_Олексійович",608,5,201,15.0
"Металіст_1925",602,6,37,22.0
"Худжамов_Рустам_Махмудкулович",601,5,158,11.0
"Харківське_державне_авіаційне_виробниче_підприємство",596,6,39,21.0
"Сенченко_Іван_Юхимович",590,1,67,17.0
"Харківський_національний_університет_повітряних_сил_імені_Івана_Кожедуба",589,12,32,20.0
"Карасьов_Вадим_Юрійович",584,3,100,14.0
"Харківська_міська_рада",575,7,41,19.0
"Тютюнник_Григорій_Михайлович",575,5,38,20.0
"Курчатов_Ігор_Васильович",572,1,85,16.0
"Ситник_Артем_Сергійович",571,2,42,19.0
"Ложкін_Борис_Євгенович",568,6,41,21.0
"Остап_Вишня_(монета)",560,0,112,11.0
"Пшонка_Віктор_Павлович",560,11,41,18.0
"Дідік_Данило_Андрійович",555,2,129,11.0
"Трублаїні_Микола_Петрович",554,6,34,20.0
"Демчина_Павло_Володимирович",548,6,36,19.0
"Національна_академія_Національної_гвардії_України",533,8,53,16.0
"Ярославський_Олександр_Владиленович",528,4,35,18.0
"Багалій_Дмитро_Іванович",520,6,42,16.0
"Національний_технічний_університет_«Харківський_політехнічний_інститут»",519,9,33,18.0
"Мисливські_усмішки",517,4,38,17.0
"Боровиковський_Левко_Іванович",515,2,73,16.0
"Шахов_Сергій_Володимирович",514,5,75,13.0
"Антоненко-Давидович_Борис_Дмитрович",512,9,38,16.0
"Сердюк_Лесь_Олександрович",512,6,46,16.0
"Перенесення_столиці_УСРР_з_Харкова_до_Києва",507,4,65,14.0
"Клуб_сімейного_дозвілля",503,9,28,16.0
"Алчевська_Христина_Данилівна",500,4,66,14.0
"Тимченко_Йосип_Андрійович",486,3,31,17.0
"Голомша_Микола_Ярославович",485,8,28,18.0
"Кушнарьов_Євген_Петрович",485,8,29,18.0
"Франко_Петро_Іванович",482,5,39,15.0
"Олійник_Денис_Вікторович",479,1,118,8.0
"Степовий_Яків_Степанович",476,5,28,16.0
"Харківський_академічний_український_драматичний_театр_імені_Тараса_Шевченка",474,1,50,12.0
"Райнін_Ігор_Львович",472,7,60,13.0
"Ушкалов_Олександр_Леонідович",470,0,213,2.0
"Полонська-Василенко_Наталія_Дмитрівна",470,4,80,11.0
"Сумська_вулиця_(Харків)",467,1,93,12.0
"Люди,_пов'язані_з_Харковом",464,3,35,14.0
"Ужвій_Наталія_Михайлівна",461,7,34,14.0
"Т-16_(трактор)",456,7,31,16.0
"Рахманін_Сергій_Іванович",456,3,64,10.0
"Шевчук_Станіслав_Володимирович",453,2,97,8.0
"Василь_Еллан-Блакитний",451,7,30,15.0
"Майк_Йогансен",447,6,37,14.0
"Шокін_Віктор_Миколайович",441,6,32,15.0
DCH,439,9,31,16.0
"Харківський_національний_академічний_театр_опери_та_балету_імені_Миколи_Лисенка",436,5,27,14.0
"Чечетов_Михайло_Васильович",435,5,32,14.0
"Майдан_Свободи_(Харків)",432,5,27,13.0
"Дар'я_Кобякова",432,6,31,15.0
"Кнорозов_Юрій_Валентинович",432,4,69,14.0
"Металіст_(стадіон)",430,5,60,13.0
"Бурмака_Марія_Вікторівна",426,3,33,13.0
"Іваненко_Дмитро_Дмитрович",423,1,32,12.0
"Яковенко_Олександр_Павлович",420,0,107,10.0
"Київське_вище_військове_інженерне_училище_зв'язку",419,3,102,9.0
"Автошлях_М_03",418,3,23,14.0
"Населення_Харкова",415,5,28,14.0
"Тесленко_Данило_Ігорович",411,1,32,13.0
"Індустріальний_район_(Харків)",408,2,84,10.0
"Рудницький_Степан_Львович",401,3,45,12.0
"Удовиченко_Олександр_Іванович",400,3,121,9.0
"Слово_(будинок)",400,2,33,13.0
"Дзеркальний_струмінь",396,5,31,12.0
"Яловий_Михайло_Омелянович",395,2,30,11.0
"Папа_Гує",394,3,103,9.0
Nokturnal_Mortum,394,0,82,9.0
"Козловський_Іван_Семенович",391,3,30,12.0
"Бучма_Амвросій_Максиміліанович",388,2,36,12.0
"Пилипишин_Віктор_Петрович",388,4,22,14.0
"Міжнародний_аеропорт_«Харків»",385,3,21,13.0
"Березовський_Денис_Валентинович",385,4,66,9.0
"Ракло",384,5,24,13.0
"Туган-Барановський_Михайло_Іванович",383,4,24,14.0
"Шевченківський_район_(Харків)",380,3,55,9.0
"Харківська_губернія",376,4,30,12.0
"Гмиря_Борис_Романович",375,4,24,12.0
"Яровий_Сергій_Анатолійович",374,4,41,11.0
"Антонович_Дмитро_Володимирович",374,4,29,11.0
"Бушуєв_Костянтин_Володимирович",372,1,74,9.0
"Список_станцій_Харківського_метрополітену",368,5,25,13.0
"Левитський_Микола_Васильович",367,1,32,11.0
"Московський_район_(Харків)",364,1,65,10.0
"Список_вулиць_Харкова_(К)",363,1,24,12.0
"Корсун_Олександр_Олексійович",362,1,58,7.0
"Бублик_Юрій_Васильович",358,3,70,8.0
"Національний_аерокосмічний_університет_імені_М._Є._Жуковського_«Харківський_авіаційний_інститут»",358,4,21,12.0
"Фельдман_Олександр_Борисович",357,5,22,12.0
"Палладін_Олександр_Володимирович",357,2,28,12.0
"Срезневський_Ізмаїл_Іванович",356,3,41,11.0
"Українська_академія_друкарства",355,4,30,12.0
"Паращук_Юрій_Григорович",354,1,99,6.0
"Лавринович_Олександр_Володимирович",354,4,39,11.0
"Паламарчук_Микола_Петрович",353,2,41,10.0
"Національний_університет_цивільного_захисту_України",353,2,27,12.0
"Білецький_Володимир_Стефанович",353,6,31,11.0
"Фатєєва_Наталя_Миколаївна",351,3,44,10.0
"Київський_район_(Харків)",350,1,66,9.0
"Харків_(річка)",348,4,28,11.0
"Ігор_(Ісіченко)",346,2,56,9.0
"Копиленко_Олександр_Іванович",346,1,33,8.0
"Варченко_Іван_Григорович",344,1,60,7.0
"3-тя_бригада_оперативного_призначення_НГ_(Україна)",344,4,24,12.0
"Семенюк-Самсоненко_Валентина_Петрівна",343,4,22,11.0
"Жадан_і_Собаки",341,4,33,10.0
"Марко_Девич",331,4,31,11.0
"Колесніченко_Вадим_Васильович",329,4,24,11.0
"Бойко_Віктор_Степанович",329,1,23,12.0
"Харківський_національний_університет_радіоелектроніки",328,4,21,11.0
"Національний_університет_фізичного_виховання_і_спорту_України",327,3,19,10.0
"Атрошенко_Владислав_Анатолійович",326,3,21,11.0
"Межевікін_Євген_Миколайович",326,3,55,10.0
"Барабашово",326,3,23,11.0
"Харківський_національний_педагогічний_університет_імені_Григорія_Сковороди",320,3,24,10.0
"Богуслаєв_Вячеслав_Олександрович",320,5,18,11.0
"Манжура_Іван_Іванович",317,1,84,7.0
"Харків-Пасажирський",315,2,40,11.0
"Кобін_Василь_Васильович",313,5,27,10.0
"Лимонов_Едуард_Веніамінович",313,4,16,11.0
"Вернадський_Іван_Васильович",312,4,20,10.0
"Східне_оперативно-територіальне_об'єднання_НГУ",311,3,30,9.0
"Україна_(велосипед)",310,4,19,10.0
"Парк_імені_Максима_Горького_(Харків)",310,3,24,11.0
"Заваров_Олександр_Анатолійович",307,3,22,10.0
"Сухомлин_Сергій_Іванович",305,3,22,10.0
"Список_вулиць_Харкова_(М)",304,1,22,10.0
"Олексіївська_лінія",300,1,27,9.0
"Зубенко_Владислав_Віталійович",300,3,57,7.0
"Кирющенко_Олексій_Адольфович",296,2,35,9.0
"Панч_Петро_Йосипович",296,2,25,9.0
"Домашенко_Тетяна_Михайлівна",295,0,39,7.0
"Кучер_Олександр_Миколайович",293,3,47,8.0
"Півоваренко_Павло_Васильович",291,3,20,9.0
"Харківський_національний_університет_внутрішніх_справ",289,3,18,10.0
"Німецька_окупація_Харкова",289,1,19,9.0
"Харківський_національний_університет_мистецтв_імені_Івана_Котляревського",286,4,23,9.0
"Фесенко_Володимир_В'ячеславович",285,3,30,10.0
"Свято-Успенський_собор_(Харків)",284,1,24,9.0
"Вовчанчин_Ігор_Ярославович",284,2,20,10.0
"Слобідський_район",281,2,44,9.0
"Військовий_інститут_танкових_військ_НТУ_«ХПІ»",280,4,19,10.0
"Мірошниченко_Євгенія_Семенівна",278,2,21,9.0
"Салтівка",277,0,61,5.0
"Харківський_національний_університет_міського_господарства_імені_О._М._Бекетова",276,4,18,9.0
"Харківська_медична_академія_післядипломної_освіти_МОЗ_України",276,3,23,8.0
"Харківський_державний_цирк",275,0,59,4.0
"Сніжана_Бабкіна",274,2,29,8.0
"Швайка_Ігор_Олександрович",274,3,23,8.0
"Кириченко_Сергій_Олександрович_(генерал_армії)",273,1,59,8.0
"Симона_Вілар",272,2,34,6.0
"Бєсєдін_Артем_Юрійович",272,2,34,7.0
"Т-150_(трактор)",270,4,24,9.0
"Теракт_під_час_Маршу_єдності_в_Харкові_(2015)",270,1,62,5.0
"Українська_медична_стоматологічна_академія",270,3,22,9.0
"Т-012_(трактор)",270,3,16,9.0
"Нойок_Олександр_Вікторович",270,0,40,5.0
"Список_вулиць_Харкова_(С)",268,0,20,9.0
"Головко_Андрій_Васильович",266,2,27,9.0
"Воробей_Андрій_Олексійович",265,2,16,9.0
"Кошелєва_Альона_Володимирівна",265,1,25,7.0
"Петренко_Олег_Миколайович",265,3,25,8.0
"Список_вулиць_Харкова_(Г)",264,0,18,9.0
"Список_вулиць_Харкова_(П)",264,0,24,8.0
"Будинок_«Слово»_(фільм,_2017)",263,2,17,9.0
"Добкін_Дмитро_Маркович",263,3,20,9.0
"Техноком",263,3,18,9.0
"III_Всеукраїнський_з'їзд_Рад",261,2,20,9.0
"Харківський_бронетанковий_завод",260,1,23,7.0
"Ананченко_Олександр_Євгенович",260,3,21,7.0
"164-та_радіотехнічна_бригада_(Україна)",259,1,18,9.0
"Одеська_(станція_метро,_Харків)",259,3,15,9.0
"ХТЗ-2511_(трактор)",258,4,16,9.0
"Денисенко_Анатолій_Петрович",257,0,23,8.5
"Дерегус_Михайло_Гордійович",255,1,18,8.0
"Касьян_Микола_Андрійович",254,2,18,9.0
"Харківський_апеляційний_суд",254,1,23,8.0
"БВМП-84",253,4,26,8.0
"Римарська_вулиця_(Харків)",253,1,35,7.0
"Харківське_шосе_(Київ)",253,2,21,8.0
"Харківський_національний_економічний_університет_імені_Семена_Кузнеця",251,3,14,8.0
"Мельничук_Микола_Олегович",251,0,86,2.0
"Автошлях_М_18",251,0,47,6.0
"Загорій_Гліб_Володимирович",251,1,22,8.0
"Балтача_Сергій_Павлович",250,1,81,5.0
"Мисла_Мирослав_Іванович",249,0,39,7.0
"Говоруха_Віктор_Володимирович",249,0,89,2.0
"Алчевська_Христина_Олексіївна",248,2,22,7.0
"Лубінець_Дмитро_Валерійович",248,1,23,7.0
"Півненко_Богдана_Іванівна",247,2,27,7.0
"Ранок_(видавництво,_Харків)",247,2,21,7.0
"5-та_окрема_бригада_НГ_(Україна)",247,2,18,8.0
"Назаренко_Сергій_Юрійович",246,1,25,7.0
"Граве_Дмитро_Олександрович",246,1,101,4.5
"Проросійські_виступи_у_Харкові_(2014)",245,2,25,8.0
"Семиноженко_Володимир_Петрович",244,1,16,8.0
"Список_вулиць_Харкова_(В)",242,1,16,10.5
"Свято-Благовіщенський_кафедральний_собор_(Харків)",242,3,17,6.0
"ХТЗ-170_(трактор)",242,1,15,8.0
"Цаплієнко_Андрій_Юрійович",241,1,19,8.0
"Кузьмін_Ренат_Равелійович",240,0,30,6.0
"Саймон_Кузнець",240,3,18,8.0
"Іванчик_Віктор_Петрович",239,1,23,8.0
"Первомайський_Леонід_Соломонович",239,1,31,6.0
"Тацій_Василь_Якович",236,2,18,8.0
"Депеш_Мод",236,4,14,8.0
"Харківський_національний_медичний_університет",236,2,17,7.0
"Харківський_військовий_університет",234,2,15,8.0
"Гладкий_Олександр_Миколайович",234,3,19,6.0
"Цертелєв_Микола_Андрійович",234,2,21,7.0
"Вімм-Білль-Данн_Україна",234,1,16,8.0
"Оркестр_Че",233,1,16,8.0
"Приступа_Едуард_Вікторович",232,2,32,6.0
"Левченко_Катерина_Борисівна",231,1,21,8.0
"Окремий_загін_розвідки_спеціального_призначення_«Арес»",231,4,15,8.0
"Сторчеус_Руслан_Олександрович",230,1,81,2.0
"Поліщук_Валер'ян_Львович",229,1,16,8.0
"Жилін_Євген_Володимирович",229,0,19,7.0
"Харківська_(станція_метро)",228,2,14,8.0
"Ювілейний_проспект_(Харків)",228,1,16,8.0
"Давтян_Олександр_Саркісович",227,1,15,8.0
"Перший_український_театр_для_дітей_та_юнацтва",226,2,17,7.0
"Холодногірсько-Заводська_лінія",226,1,29,6.0
"Український_вісник_(1816—1819)",225,1,28,7.0
"Уда_(річка)",223,1,40,5.0
"Основ'янський_район",223,1,28,7.0
"Савкін_Олег_Володимирович",222,1,33,7.0
"Бекетов_Олексій_Миколайович",221,1,20,7.0
"Деркач_Борис_Юрійович",221,0,28,6.0
"Ґео_Шкурупій",220,1,117,3.0
"Чичибабін_Борис_Олексійович",218,0,22,7.0
"Губаренко_Віталій_Сергійович",218,1,16,7.0
"Рибалка_Сергій_Олександрович",218,2,17,6.0
"Український_державний_університет_залізничного_транспорту",217,2,25,6.0
"Буряк_Леонід_Йосипович",217,2,15,7.0
"Писаренко_Валерій_Володимирович",217,1,21,6.0
"Шульженко_Клавдія_Іванівна",216,1,18,7.0
"Корж_Віктор_Петрович",216,0,28,6.0
"Рота_поліції_«Східний_корпус»",216,1,14,6.0
"Харківський_фізико-технічний_інститут",216,2,26,6.0
"Харківська_обласна_філармонія",215,0,60,6.0
"Салтівська_лінія",215,1,29,4.0
"Лежньова_Ольга_Миколаївна",214,2,35,6.0
"Онопенко_Василь_Васильович",214,1,24,7.0
"Запорожець_Андрій_Олександрович",214,1,20,6.0
"Маліков_Віталій_Володимирович",213,2,14,7.0
"Мартиненко_Микола_Володимирович",213,2,17,7.0
"Харківська_державна_наукова_бібліотека_імені_В._Г._Короленка",213,1,23,6.0
"Цимбал_Сергій_Володимирович",212,0,58,5.0
"Пам'ятник_засновникам_Харкова",211,0,22,6.0
"Юнацька_спілка",211,1,14,7.0
"Мамут_Євген_Шамаєвич",210,1,34,5.0
"Дніпро_(журнал)",208,2,18,7.0
"Смолич_Юрій_Корнійович",207,2,13,7.0
"Бабич_Олександр_Олександрович",207,1,22,6.0
"Всесвіт_(журнал)",206,1,14,7.0
"Волошин_Владислав_Валерійович",206,1,16,7.0
"Суслов_Віктор_Іванович",205,1,36,5.0
"Електроважмаш",204,1,17,6.0
"Гутцайт_Оксана_Петрівна",203,3,17,6.0
"Фоменко_Михайло_Іванович",203,2,16,6.0
"Шенцев_Дмитро_Олексійович",203,1,17,7.0
"Метлинський_Амвросій_Лук'янович",203,0,24,5.0
"Базилевич_Анатолій_Дмитрович",203,0,27,4.5
"Муратов_Олександр_Ігорович",202,1,71,3.0
"Лунченко_Валерій_Валерійович",202,2,16,6.0
"Шуст_Богдан_Романович",200,2,20,6.0
"Апанович_Олена_Михайлівна",199,0,22,6.0
"Місюра_Вадим_Ярославович",199,1,14,6.0
"Вулиця_Бучми_(Харків)",199,1,12,7.0
"Харківський_велосипедний_завод",197,1,16,7.0
"Немишлянський_район",197,0,20,6.0
"Бова_Юрій_Анатолійович",197,1,16,5.0
"Список_вулиць_Харкова_(Б)",197,0,20,6.0
"Мартос_Борис_Миколайович",197,0,17,7.0
"Харківська_гуманітарно-педагогічна_академія",197,2,14,7.0
"Новобаварський_район",197,1,22,6.0
"Мегабанк",197,0,16,6.0
"Бекетов_Микола_Миколайович",196,0,17,5.0
"302-й_зенітний_ракетний_полк_(Україна)",196,2,18,5.0
"Харківський_національний_технічний_університет_сільського_господарства_імені_Петра_Василенка",195,1,15,6.0
"Дудко_Денис_Юрійович",195,0,25,4.0
"Барабашов_Микола_Павлович",194,0,23,6.0
"Болбат_Сергій_Сергійович",194,1,54,4.0
"Митрофан_(Бутинський)",194,1,12,7.0
"Мейєр_Зайдер",193,1,14,7.0
"Мельников_Василь_Олександрович",193,0,72,3.0
"Донецьке_городище",193,2,18,7.0
"План_розвитку_Харківського_метрополітену",193,1,27,5.5
"Однороженко_Олег_Анатолійович",192,2,16,6.0
"Севрук_Юрій_Григорович",191,2,12,6.0
"Борткевич_Сергій_Едуардович",190,0,65,4.0
"Убийвовк_Олена_Костянтинівна",188,1,14,6.0
"Медведько_Олександр_Іванович",187,3,12,7.0
"Безсонов_Володимир_Васильович",187,2,17,5.0
"Котляр_Євген_Миколайович",187,0,41,3.0
"Рубін_Едуард_Юхимович",186,1,20,4.0
"Молодь_України_(газета)",185,0,16,5.0
"Баганець_Олексій_Васильович",185,0,41,4.0
"Клімат_Харкова",184,0,21,5.0
"Шумило_Микита_Михейович",184,0,85,2.0
"Амельченко_Василь_Васильович",184,1,17,6.0
"Харківський_колегіум",183,2,17,6.0
"Микитенко_Іван_Кіндратович",182,2,12,6.0
"Шейко_Володимир_Олександрович",181,1,64,3.0
Drudkh,180,2,16,6.0
"Пам'ятник_незалежності_(Харків)",180,1,14,5.0
"Козицький_Пилип_Омелянович",179,2,13,5.0
"Матч_(фільм,_2012)",179,3,14,6.0
"Христюк_Павло_Оникійович",179,1,16,5.0
"Кістяковський_Богдан_Олександрович",178,1,16,5.0
"Національний_фармацевтичний_університет",178,1,12,6.0
"Сумський_прикордонний_загін",178,0,15,7.0
"Веракса_Максим_Олександрович",178,1,21,5.0
"Осиповський_Тимофій_Федорович",178,1,16,5.0
"Аваков_Олександр_Арсенович",177,2,14,6.0
"Т-74_(трактор)",177,2,14,6.0
"Свідзінський_Володимир_Євтимович",177,1,12,6.0
"Ліцей-інтернат_№23_«Кадетський_корпус»",176,1,14,5.0
"Лопань_(притока_Уди)",176,1,24,5.0
"Балабуєв_Петро_Васильович",176,0,24,5.0
"Губерман_Ігор_Миронович",175,2,13,6.0
"Пеньков_Володимир_Іванович",175,1,19,5.0
"Харківський_зоопарк",175,2,13,6.0
"Прокопенко_Іван_Федорович",175,1,17,6.0
"Біловол_Олександр_Миколайович",173,1,25,5.0
"Вулиця_Гвардійців-Широнінців_(Харків)",173,1,14,5.0
"Білецький_Олександр_Іванович",173,1,13,6.0
"Бондаренко_Богдан_Вікторович",173,1,15,6.0
"Луганський_прикордонний_загін",172,1,11,6.0
"Водяной_Михайло_Григорович",171,1,38,4.5
"Петрицький_Анатолій_Галактіонович",171,0,21,5.0
"Шишкова_Оксана_Валеріївна",170,1,14,6.5
"Толмачов_Віктор_Ілліч",170,0,17,6.0
"Оплот_(бійцівський_клуб)",169,0,23,5.0
"Харківський_трамвай",168,1,15,5.0
"Чорнобривці_(гурт)",168,0,14,5.0
"Багіров_Ільгар_Салехович",167,0,28,4.0
"Вулиця_Євгена_Котляра_(Харків)",167,1,14,7.0
"Гриньов_Володимир_Борисович",167,1,13,5.0
"Рогань_(пивзавод)",165,1,13,5.0
"Харківський_художній_музей",165,1,11,5.0
"Пальма_Мерцалова",165,2,17,5.0
"Довнар-Запольський_Митрофан_Вікторович",164,1,11,6.0
"Крушельницький_Антін_Володиславович",164,0,13,5.0
"Падалка_Іван_Іванович",164,0,25,4.5
"Сад_імені_Тараса_Шевченка_(Харків)",163,0,14,5.0
"Олесь_Досвітній",163,0,18,4.0
"Андоленко_Карина_В'ячеславівна",163,2,15,5.0
"Перемога_(станція_метро,_Харків)",163,2,12,5.0
"Андрієвський_Олександр_Петрович",163,1,22,3.0
"Бєлоусов_Євген_Вікторович",162,4,21,15.0
"Харько",162,0,20,6.0
"Гнатов_Андрій_Вікторович",162,1,20,5.0
"Сугоняко_Олександр_Леонідович",162,1,25,4.0
"Майдан_Конституції_(Харків)",162,1,10,6.0
"Іщенко_Валерій_Олександрович",161,0,17,4.0
"Дмитрієв_Анатолій_Анатолійович",161,1,15,6.0
"Хвиля_Олександр_Леопольдович",160,0,22,4.0
"Альошин_Павло_Федотович",160,0,46,3.0
"Бандурка_Олександр_Маркович",160,1,11,5.0
"Литвиненко-Вольгемут_Марія_Іванівна",160,1,19,5.0
"Тронько_Петро_Тимофійович",159,1,14,5.0
"Український_письменник",159,2,11,5.0
"Фоліо_(видавництво)",159,1,12,5.0
"Полтавський_політехнічний_коледж",159,0,12,5.0
"Красько_Ольга_Юріївна",158,1,17,5.0
"Петренко_Олексій_Васильович",157,1,14,5.0
"Богатиков_Юрій_Йосипович",156,1,19,5.0
"Інститут_літератури_імені_Тараса_Шевченка_НАН_України",156,1,10,5.0
"Інститут_неврології,_психіатрії_та_наркології_НАМН_України",156,1,15,5.0
"Міщенко_Сергій_Григорович",156,0,11,5.0
"Мейтус_Юлій_Сергійович",156,1,14,5.0
"Хворост_Люцина_Володимирівна",155,2,11,5.0
